lizard	eggnog
SESN3	SESN3
FAM76B	FAM76B
CEP57	CEP57
MTMR2	MTMR2
MAML2	MAML2
CCDC82	CCDC82
SPOPL	SPOPL
NXPH2	NXPH2
CA2	CA2
CA13	CA13
AL138764.1	C8H8ORF59
E2F5	E2F5
LRRCC1	LRRCC1
RALYL	RALYL
CADH6_CHICK	CDH6
DROSHA	DROSHA
C5ORF22	C5ORF22
MC4R	MC4R
CDH20	CDH20
RNF152	RNF152
PIGN	PIGN
KIAA1468	KIAA1468
TNFRSF11A	TNFRSF11A
ZCCHC2	ZCCHC2
PHLPP1	PHLPP1
MARVELD3	MARVELD3
BCL2	BCL2
KDSR	KDSR
VPS4B	VPS4B
SERPINB5	SERPINB5
SERPINB12	SERPINB12
SCMH1	SCMH1
KRT7	KRT7
ETAA1	ETAA1
SCUBE1	SCUBE1
TTLL12	TTLL12
MCAT	MCAT
TTLL1	TTLL1
PACSIN2	PACSIN2
ARFGAP3	ARFGAP3
A4GALT	A4GALT
LUZP2	LUZP2
ANO3	ANO3
SLC5A12	SLC5A12
FIBIN	FIBIN
BBOX1	BBOX1
CCDC34	CCDC34
LGR4	LGR4
LIN7C_CHICK	LIN7C
BDNF	BDNF
KIF18A	KIF18A
METTL15	METTL15
HFE2	HFE2
PDE4DIP	PDE4DIP
PPT2	PPT2
PLXNA1	PLXNA1
DIO2	DIO2
NRXN3	NRXN3
ADCK1	ADCK1
SNW1	SNW1
SLIRP	SLIRP
ALKBH1	ALKBH1
SPTLC2	SPTLC2
ISM2	ISM2
AHSA1	AHSA1
C14ORF133	VIPAS39
NOXRED1	NOXRED1
SAMD15	SAMD15
Q5ZKC8_CHICK	TMED8
GSTZ1	GSTZ1
POMT2	POMT2
NGB	NGB
TMEM63C	TMEM63C
PIK3R5	PIK3R5
PIK3R6	PIK3R6
MFSD6L	MFSD6L
CCDC42	CCDC42
NDEL1	NDEL1
RNF222	RNF222
PIRT	PIRT
SHISA6	SHISA6
DNAH9	DNAH9
ELAC2	ELAC2
FN3KRP	FN3KRP
WDR45L	WDR45L
FOXK2	FOXK2
WIZ	WIZ
AKAP8L	AKAP8L
AKAP8	AKAP8
BRD4	BRD4
NOTCH3	NOTCH3
CAMSAP3	CAMSAP3
XAB2	XAB2
C19ORF79	PET100
PCP2	PCP2
STXBP2	STXBP2
RETN	RETN
KISS1R	KISS1R
TRAPPC5	TRAPPC5
GLCE	GLCE
NOX5	NOX5
ANP32A	ANP32A
CORO2B	CORO2B
ITGA11	ITGA11
FEM1B	FEM1B
CLN6	CLN6
CALML4	CALML4
PIAS1	PIAS1
SKOR1	SKOR1
C14ORF38	CCDC175
JKAMP	JKAMP
C14ORF149	L3HYPDH
GPR135	GPR135
DAAM1	DAAM1
DACT1	DACT1
KIAA0586	KIAA0586
TIMM9	TIMM9
TOMM20L	TOMM20L
ARID4A	ARID4A
KTN1	KTN1
PELI2	PELI2
C14ORF101	C14ORF101
OTX2	OTX2
SMARCA1	SMARCA1
VBP1	VBP1
GAB3	GAB3
VSIG1	VSIG1
ATG4A	ATG4A
COL4A6	COL4A6
IRS4	IRS4
NXT2_CHICK	NXT2
ACSL4	ACSL4
Q5ZHT8_CHICK	TMEM164
CHRDL1	CHRDL1
PAK3	PAK3
CAPN6	CAPN6
DCX	DCX
ALG13	ALG13
TRPC5	TRPC5
CNGA2	CNGA2
LAS1L	LAS1L
ZC3H12B	ZC3H12B
ZC4H2	ZC4H2
C8ORF48	C8ORF48
MTMR8	MTMR8
ASB12	ASB12
FAM123B	FAM123B
ARHGEF9	ARHGEF9
Q5ZIX4_CHICK	CHIC1
SLC16A2	SLC16A2
RLIM	RLIM
KIAA2022	KIAA2022
ABCB7	ABCB7
UPRT	UPRT
ZDHHC15	ZDHHC15
FGF16	FGF16
ATRX	ATRX
MAGT1	MAGT1
COX7B	COX7B
ATP7A	ATP7A
AMOT	AMOT
F1NU17_CHICK	PGK1
NP_001072505.1	GPR83
HEPH	HEPH
HSF3_CHICK	HSF3
MSN	MSN
OPHN1	OPHN1
F1NK66_CHICK	AR
EDA2R	EDA2R
YIPF6	YIPF6
STARD8	STARD8
EFNB1	EFNB1
FAM155B	FAM155B
IGBP1	IGBP1
P2RY4	P2RY4
CLRN3	CLRN3
DOCK1	DOCK1
FAM196A	FAM196A
C10ORF90	C10ORF90
ADAM12	ADAM12
FANK1	FANK1
BCCIP	BCCIP
UROS	UROS
C10ORF137	C10ORF137
C10ORF122	TEX36
CTBP2	CTBP2
ZRANB1	ZRANB1
FAM175B	FAM175B
METTL10	METTL10
FAM53B	FAM53B
LHPP	LHPP
NKX1.2LA	NKX1-2
F1NMV3_CHICK	OAT
VAV3	VAV3
SLC25A24	SLC25A24
FAM102B	FAM102B
HENMT1	HENMT1
PRPF38B	PRPF38B
FNDC7	FNDC7
STXBP3	STXBP3
AKNAD1	AKNAD1
GPSM2	GPSM2
CLCC1	CLCC1
WDR47	WDR47
CAMSAP2	CAMSAP2
DDX59	DDX59
KIF14	KIF14
ZNF281	ZNF281
F1NVB5_CHICK	NR5A2
PTPRC	PTPRC
ATP6V1G3	ATP6V1G3
NEK7	NEK7
LHX9	LHX9
DENND1B	DENND1B
CRB1	CRB1
ZBTB41	ZBTB41
C2ORF43	C2ORF43
HS1BP3	HS1BP3
PUM2	PUM2
SDC1	SDC1
LAPTM4A	LAPTM4A
MATN3	MATN3
TTC32	TTC32
RDH14	RDH14
WDR35	WDR35
KCNS3	KCNS3
MSGN1_CHICK	MSGN1
SMC6	SMC6
VISL1_CHICK	VSNL1
RAD51AP2	RAD51AP2
FA49A_CHICK	FAM49A
MYCN	MYCN
DDX1	DDX1
NBAS	NBAS
FAM84A	FAM84A
NEFM	NEFM
NEFL	NEFL
C2ORF73	C2ORF73
ACYP2	ACYP2
PSME4	PSME4
GPR75	GPR75
ERLEC1	ERLEC1
CHAC2	CHAC2
ASB3	ASB3
HN1L	HN1L
CRAMP1L	CRAMP1L
IFT140	IFT140
TMEM204	TMEM204
TELO2	TELO2
AC009065.1	ENSG00000167970
C8ORF33	C8ORF33
AMDHD2	AMDHD2
ATP6V0C	ATP6V0C
TBC1D24.1	TBC1D24
KRT80	KRT80
BCDIN3D	BCDIN3D
FAIM2	FAIM2
NTRK1	NTRK1
PEAR1	PEAR1
INSRR	INSRR
MRPL24	MRPL24
RRNAD1	RRNAD1
ISG20L2	ISG20L2
NES	NES
HDGF	HDGF
PRCC	PRCC
ETV3	ETV3
ARHGEF11	ARHGEF11
LRRC71	LRRC71
DCAF8	DCAF8
PEA15	PEA15
CASQ1	CASQ1
ATP1A2	ATP1A2
IGSF8	IGSF8
KCNJ9	KCNJ9
KCNJ10	KCNJ10
KIRREL	KIRREL
NR2F5	NR2F5
BOLA1	BOLA1
SV2A	SV2A
SF3B4	SF3B4
MTMR11	MTMR11
OTUD7B	OTUD7B
VPS45	VPS45
PLEKHO1	PLEKHO1
ANP32E	ANP32E
APH1A	APH1A
C1ORF51	C1ORF51
MRPS21	MRPS21
PRPF3	PRPF3
RPRD2	RPRD2
TARS2	TARS2
ECM1	ECM1
ADAMTSL4	ADAMTSL4
PI4KB	PI4KB
ZNF687	ZNF687
PIP5K1A	PIP5K1A
VPS72	VPS72
TMOD4	TMOD4
SCNM1	SCNM1
LYSMD1	LYSMD1
TNFAIP8L2	TNFAIP8L2
SEMA6C	SEMA6C
GABPB2	GABPB2
CDC42SE1	CDC42SE1
BNIPL	BNIPL
PRUNE	PRUNE
FAM63A	FAM63A
ANXA9	ANXA9
CERS2	CERS2
SETDB1	SETDB1
ARNT	ARNT
CTSK	CTSK
CTSS	CTSS
HORMAD1	HORMAD1
GOLPH3L	GOLPH3L
ENSA	ENSA
MCL1	MCL1
RFX5	RFX5
SELENBP1	SELENBP1
POGZ	POGZ
PSMB4	PSMB4
CGN	CGN
TUFT1	TUFT1
Q5ZJ11_CHICK	SNX27
CELF3	CELF3
MRPL9	MRPL9
TDRKH	TDRKH
RORC	RORC
C2CD4D	C2CD4D
THEM4	THEM4
S100A10	S100A10
S100A11	S100A11
RPTN	RPTN
EFEMP1	EFEMP1
KCNT2	KCNT2
ATP8B2	ATP8B2
HAX1	HAX1
RAB13	RAB13
NUP210L	NUP210L
TPM3	TPM3
UBAP2L	UBAP2L
JTB	JTB
CREB3L4	CREB3L4
CRTC2	CRTC2
S100A6	S100A6
S100A5	S100A5
S100A16	S100A16
S100A13	S100A13
S100A1	S100A1
CHTOP	CHTOP
SNAPIN	SNAPIN
ILF2	ILF2
NPR1	NPR1
INTS3	INTS3
SLC27A3	SLC27A3
GATAD2B	GATAD2B
DENND4B	DENND4B
S100A9	S100A9
PGLYRP3	PGLYRP3
IKZF2	IKZF2
Q9W6F6_CHICK	ERBB4
CPS1	CPS1
LANCL1	LANCL1
MYL1	MYL1
ACADL	ACADL
KANSL1L	KANSL1L
RPE	RPE
UNC80	UNC80
MAP2	MAP2
PIKFYVE	PIKFYVE
IDH1	IDH1
PLEKHM3	PLEKHM3
FZD5	FZD5
CCNYL1	CCNYL1
Q7SX83_CHICK	CREB1
KLF7	KLF7
FASTKD2	FASTKD2
MDH1B	MDH1B
ADAM23	ADAM23
ZDBF2	ZDBF2
GPR1	GPR1
EEF1B2	EEF1B2
NDUFS1	NDUFS1
INO80D	INO80D
NRP2	NRP2
PARD3B	PARD3B
TTBK2	TTBK2
CDAN1	CDAN1
STARD9	STARD9
HAUS2	HAUS2
LRRC57	LRRC57
E1BRL4_CHICK	SNAP23
ZFP106	ZFP106
GANC	GANC
TMEM87A	TMEM87A
VPS39	VPS39
PLA2G4F	PLA2G4F
PLA2G4E	PLA2G4E
EHD4	EHD4
SPTBN5	SPTBN5
JMJD7-PLA2G4B	PLA2G4B
MGA	MGA
TYRO3	TYRO3
RPAP1	RPAP1
F1NLU3_CHICK	LTK
O73595_CHICK	ITPKA
RTF1	RTF1
NDUFAF1	NDUFAF1
NUSAP1	NUSAP1
OIP5	OIP5
CHP1_CHICK	CHP1
EXD1	EXD1
INO80	INO80
CHAC1	CHAC1
DLL4	DLL4
VPS18	VPS18
RHOV	RHOV
TBC1D5	TBC1D5
SATB1	SATB1
KCNH8	KCNH8
EFHB	EFHB
RAB5A	RAB5A
PP2D1	PP2D1
KAT2B	KAT2B
SGOL1	SGOL1
ZNF385D	ZNF385D
UBE2E2	UBE2E2
UBE2E1	UBE2E1
NKIRAS1	NKIRAS1
RPL15	RPL15
NR1D2	NR1D2
THRB	THRB
RARB	RARB
TOP2B	TOP2B
NGLY1	NGLY1
OXSM	OXSM
LRRC3B	LRRC3B
NEK10	NEK10
SLC4A7	SLC4A7
EOMES	EOMES
AZI2	AZI2
ZCWPW2	ZCWPW2
RBMS3	RBMS3
TGFBR2	TGFBR2
GADL1	GADL1
FAS	FAS
STAMBPL1	STAMBPL1
ANKRD22	ANKRD22
LIPM	LIPM
RNLS	RNLS
PTEN	PTEN
ATAD1	ATAD1
PAPSS2	PAPSS2
MINPP1	MINPP1
SGMS1	SGMS1
A1CF	A1CF
SDR16C5	SDR16C5
PLAG1_CHICK	PLAG1
RPS20	RPS20
LYN	LYN
TGS1	TGS1
MRPL4	MRPL4
UMOD	UMOD
PDILT	PDILT
STK32C	STK32C
DPYSL4	DPYSL4
JAKMIP3	JAKMIP3
BNIP3	BNIP3
PPP2R2D	PPP2R2D
TCERG1L	TCERG1L
GLRX3	GLRX3
MGMT	MGMT
MKI67	MKI67
PTPRE	PTPRE
PTPRJ	PTPRJ
PTPN5	PTPN5
IGSF22	IGSF22
TMEM86A	TMEM86A
SPTY2D1	SPTY2D1
UEVLD	UEVLD
TSG101	TSG101
LDHA	LDHA
GTF2H1	GTF2H1
HPS5	HPS5
SAAL1	SAAL1
C11ORF87	C11ORF87
DDX10	DDX10
EXPH5	EXPH5
KDELC2	KDELC2
C11ORF65	C11ORF65
ATM	ATM
NPAT	NPAT
ACAT1	ACAT1
CUL5	CUL5
RAB39A	RAB39A
SLC35F2	SLC35F2
ELMOD1	ELMOD1
ALKBH8	ALKBH8
CWF19L2	CWF19L2
GUCY1A2	GUCY1A2
DYNLRB1	DYNLRB1
ITCH	ITCH
F1P3F1_CHICK	AHCY
EIF2S2	EIF2S2
RALY	RALY
RASEF	RASEF
TLE1	TLE1
LRRTM3	LRRTM3
DNAJC12	DNAJC12
SIRT1	SIRT1
HERC4	HERC4
TNF	TNF
ASTN2	ASTN2
TRIM32	TRIM32
FARP1	FARP1
STK24	STK24
SLC15A1	SLC15A1
DOCK9	DOCK9
UBAC2	UBAC2
GPR18	GPR18
GPR183	GPR183
TM9SF2	TM9SF2
CLYBL	CLYBL
ZIC5	ZIC5
PCCA	PCCA
A2LD1	GGACT
TMTC4	TMTC4
TSNARE1	TSNARE1
HDAC4	HDAC4
LRRFIP1	LRRFIP1
RBM44	RBM44
RAMP1	RAMP1
UBE2F_CHICK	UBE2F
MREG	MREG
FN1	FN1
Q5XKY5_CHICK	ATIC
ABCA12	ABCA12
Q5ZKJ1_CHICK	BARD1
VWC2L	VWC2L
EVPL	EVPL
CDK3	CDK3
TEN1	TEN1
ACOX1	ACOX1
FBF1	FBF1
MRPL38	MRPL38
TRIM65	TRIM65
TRIM47	TRIM47
WBP2	WBP2
UNC13D	UNC13D
UNK	UNK
GALK1	GALK1
ITGB4	ITGB4
SAP30BP	SAP30BP
RECQL5	RECQL5
C17ORF109	SMIM5
LLGL2	LLGL2
TSEN54	TSEN54
CASKIN2	CASKIN2
KIAA0195	KIAA0195
TLE4	TLE4
PSAT1	PSAT1
GNAQ	GNAQ
GNA14	GNA14
VPS13A	VPS13A
FOXB2	FOXB2
PRUNE2	PRUNE2
GCNT1	GCNT1
RFK	RFK
PCSK5	PCSK5
OSTF1	OSTF1
C9ORF41	C9ORF41
TRPM6	TRPM6
RORB	RORB
KCNH7	KCNH7
GCA	GCA
IFIH1	IFIH1
FMO1	FMO1
FMO2	FMO2
FMO6P	FMO3
PRRX1	PRRX1
GORAB	GORAB
ENAM	ENAM
AMTN	AMTN
LIPL_CHICK	LPL
PSD3	PSD3
ABCA1	ABCA1
SLC44A1	SLC44A1
FSD1L	FSD1L
FKTN	FKTN
TAL2	TAL2
TMEM38B	TMEM38B
ASB1	ASB1
TRAF3IP1	TRAF3IP1
USP40	USP40
UGT1A6	UGT1A6
SH3BP4	SH3BP4
ARL4C	ARL4C
TRPM8	TRPM8
STARD6	STARD6
C18ORF54	C18ORF54
PAX8	PAX8
PSD4	PSD4
IL1RN	IL1RN
DDX56	DDX56
TMED4	TMED4
NPC1L1	NPC1L1
MRPS24	MRPS24
SLC20A1	SLC20A1
CKAP2L	CKAP2L
O73909_CHICK	IL1B
GFRA2	GFRA2
DOK2	DOK2
XPO7	XPO7
CXORF26	CXORF26
EPB49	EPB49
NDUFA10	NDUFA10
FAM160B2	FAM160B2
REEP4	REEP4
SFTPB	SFTPB
USP39	USP39
C2ORF68	C2ORF68
VAMP8	VAMP8
GGCX	GGCX
POLB	POLB
KANSL3	KANSL3
STAMBP	STAMBP
DGUOK	DGUOK
TET3	TET3
BOLA3	BOLA3
MTHFD2	MTHFD2
SLC4A5	SLC4A5
Q9W6I3_CHICK	TACR1
HK2	HK2
FIGLA	FIGLA
ADD2	ADD2
SNRNP27	SNRNP27
MXD1	MXD1
C2ORF42	C2ORF42
TIA1	TIA1
PCYOX1	PCYOX1
TGFA	TGFA
GMCL1	GMCL1
TSR1	TSR1
ANXA4	ANXA4
Q5ZHL5_CHICK	NFU1
Q5ZIG5_CHICK	GFPT1
ANTXR1	ANTXR1
GKN2	GKN2
BMP10	BMP10
Q5ZJ53_CHICK	ARHGAP25
F1NS86_CHICK	CDS2
PCNA	PCNA
CT030_CHICK	TMEM230
SLC23A2	SLC23A2
RASSF2	RASSF2
SFTPC	SFTPC
LGI3	LGI3
KCNIP3	KCNIP3
FAHD2A	FAHD2A
GPAT2	GPAT2
ADRA2B	ADRA2B
ASTL	ASTL
DUSP2	DUSP2
STARD7	STARD7
TMEM127	TMEM127
CIAO1	CIAO1
SNRNP200	SNRNP200
NCAPH	NCAPH
ARID5A	ARID5A
LMAN2L	LMAN2L
CNNM4	CNNM4
CNNM3	CNNM3
SEMA4C	SEMA4C
FAM178B	FAM178B
NP_001106592.1	PPYR1
POLM	POLM
SH2D6	SH2D6
VDAC3	VDAC3
IKBKB	IKBKB
PLAT	PLAT
AP3M2	AP3M2
KAT6A	KAT6A
ANK1	ANK1
NKX6-3	NKX6-3
AGPAT6	AGPAT6
GINS4	GINS4
GOLGA7	GOLGA7
SFRP1	SFRP1
ZMAT4	ZMAT4
IDO2	IDO2
ADAM32	ADAM2
ADAM9	ADAM9
TM2D2	TM2D2
HTRA4	HTRA4
Q9DF37_CHICK	PLEKHA2
TACC1	TACC1
FGFR1	FGFR1
LETM2	LETM2
WHSC1L1	WHSC1L1
BMP1	BMP1
PHYHIP	PHYHIP
POLR3D	POLR3D
PIWIL2	PIWIL2
SLC39A14	SLC39A14
PPP3CC	PPP3CC
SORBS3	SORBS3
PDLIM2	PDLIM2
C8ORF58	C8H8ORF58
KIAA1967	KIAA1967
BIN3	BIN3
PEBP4	PEBP4
CHMP7	CHMP7
R3HCC1	R3HCC1
LOXL2	LOXL2
ENTPD4	ENTPD4
SLC25A37	SLC25A37
STC1	STC1
NP_001120446.1	ADAM28
SLC38A6	SLC38A6
TRMT5	TRMT5
MNAT1	MNAT1
SIX4	SIX4
SIX1	SIX1
RSPO4	RSPO4
ANGPT4	ANGPT4
FAM110A	FAM110A
SLC52A3	SLC52A3
SRXN1	SRXN1
TCF15	TCF15
CSK21_CHICK	CSNK2A1
FANCF	FANCF
PDYN	PDYN
STK35	STK35
RTN1	RTN1
GPBP1	GPBP1
MIER3	MIER3
SETD9	SETD9
MAP3K1	MAP3K1
ANKRD55	ANKRD55
IL6ST	IL6ST
IL31RA	IL31RA
DDX4	DDX4
SLC38A9	SLC38A9
PPAP2A	PPAP2A
SKIV2L2	SKIV2L2
DHX29	DHX29
CCNO	CCNO
RP11-528L24.3.1	MCIN
GPX8	GPX8
F1N917_CHICK	GZMA
IGLV3-25	IGLV6-57
TSHR	TSHR
CEP128	CEP128
GPR173	GPR173
HSD17B10	HSD17B10
RIBC1	RIBC1
SMC1A	SMC1A
IQSEC2	IQSEC2
G6PD	G6PD
IKBKG	IKBKG
SEPHS2	SEPHS2
C19ORF66	C19ORF66
PPAN	PPAN
P2RY11	P2RY11
EIF3G	EIF3G
DNMT1	DNMT1
ZC3H15	ZC3H15
ITGAV	ITGAV
PTX4	PTX4
BFAR	BFAR
ZC3H7A	ZC3H7A
TXNDC11	TXNDC11
CCDC70	CCDC70
GRIN2A	GRIN2A
ATF7IP2	ATF7IP2
EMP2	EMP2
TEKT5	TEKT5
NUBP1	NUBP1
FAM18A	FAM18A
CIITA	CIITA
CLEC16A	CLEC16A
SOCS1	SOCS1
NDE1_CHICK	NDE1
MYH11_CHICK	MYH11
C14H16ORF63	FOPNL
ABCC1	ABCC1
LITAF	LITAF
SPA17	SPA17
SIAE	SIAE
PANX3	PANX3
RPUSD4	RPUSD4
PUS3	PUS3
HYLS1	HYLS1
DDX25	DDX25
CDON	CDON
LTBP1	LTBP1
TTC27	TTC27
BIRC6	BIRC6
YIPF4	YIPF4
CDC42EP3	CDC42EP3
FAM82A1	FAM82A1
CYP1B1	CYP1B1
NANP	NANP
RNF212	RNF212
EIF2AK2	EIF2AK2
CCDC75	CCDC75
HEATR5B	HEATR5B
STRN	STRN
VIT	VIT
FEZ2	FEZ2
CRIM1	CRIM1
SEC14L1	SEC14L1
RAP2B	RAP2B
TNRC6C	TNRC6C
Q5F3T2_CHICK	SEPT9
UTS2R	UTS2R
C17ORF101	OGFOD3
HEXDC	HEXDC
C17ORF62	C17ORF62
NARF	NARF
DHRS7C	DHRS7C
GLP2R	GLP2R
GAS7	GAS7
MYH13	MYH13
MYH3	MYH3
SCO1	SCO1
C17ORF48	ADPRM
TMEM220	TMEM220
MAP2K4	MAP2K4
MYOCD	MYOCD
FN3K	FN3K
TBCD	TBCD
ZNF750	ZNF750
B3GNTL1	B3GNTL1
METRNL	METRNL
TRIM16	TRIM16
HS3ST3B1B	HS3ST3A1
SRRM1	SRRM1
C1ORF130	NCMAP
RCAN3	RCAN3
NIPAL3	NIPAL3
C19H1ORF201	STPG1
GRHL3	GRHL3
IL22RA1	IL22RA1
MYOM3	MYOM3
PNRC2	PNRC2
CNR2	CNR2
GALE	GALE
LYPLA2	LYPLA2
PITHD1	PITHD1
TCEB3	TCEB3
RPL11	RPL11
PPT1	PPT1
CAP1	CAP1
MFSD2A	MFSD2A
COL9A2	COL9A2
CSMD2	CSMD2
C1ORF94	C1ORF94
GJB5	GJB5
GJB3	GJB3
GJA4	GJA4
PCYT1A	PCYT1A
ZDHHC19	ZDHHC19
HEPHL1	HEPHL1
VSTM5	VSTM5
MED17	MED17
C11ORF54	C11ORF54
TAF1D	TAF1D
KIAA1731	KIAA1731
FTSJD1	FTSJD1
ZIC4	ZIC4
AGTR1	AGTR1
CPB1	CPB1
GYG1	GYG1
HLTF	HLTF
HPS3	HPS3
CP	CP
TM4SF18	TM4SF18
TM4SF1	TM4SF1
TM4SF4	TM4SF4
WWTR1	WWTR1
COMMD2	COMMD2
ANKUB1	ANKUB1
RNF13	RNF13
PFN2	PFN2
TSC22D2	TSC22D2
EIF2A	EIF2A
SERP1	SERP1
RP11-392O18.1.1	SELT
FAM194A	FAM194A
SIAH2	SIAH2
FAM188B2	FAM188B2
CLRN1	CLRN1
MED12L	MED12L
GPR171	GPR171
P2RY14	P2RY14
GPR87	GPR87
P2RY13	P2RY13
P2RY12	P2RY12
IGSF10	IGSF10
AADAC	AADACL2
SUCNR1	SUCNR1
MBNL1_CHICK	MBNL1
ARHGEF26	ARHGEF26
DHX36	DHX36
GPR149	GPR149
MME	MME
PLCH1	PLCH1
C3ORF33	C3ORF33
SLC33A1	SLC33A1
GMPS	GMPS
KCNAB1	KCNAB1
SSR3	SSR3
TIPARP	TIPARP
LEKR1	LEKR1
CCNL1	CCNL1
NAALADL2	NAALADL2
SLITRK2	SLITRK2
SLITRK4	SLITRK4
ATP11C	ATP11C
MCF2	MCF2
F9	F9
APOOL	APOOL
HDX	HDX
RPS6KA6	RPS6KA6
POU3F4	POU3F4
ENPP1	ENPP1
ENPP3	ENPP3
MED23	MED23
ARG1	ARG1
NFKBID	NFKBID
SKI	SKI
PRKCZ	PRKCZ
GABRD	GABRD
FHIT	FHIT
CFHR2	CFHR4
CFHR5	CFH
F13B	F13B
UCP3	UCP3
C2CD3	C2CD3
F1P526_CHICK	PPME1
P4HA3	P4HA3
SPCS2	SPCS2
XRRA1	XRRA1
RNF169	RNF169
POLD3	POLD3
C20ORF132	C20ORF132
PGM2L1	PGM2L1
SLCO2B1	SLCO2B1
ATG16L2	ATG16L2
WDR73	WDR73
INPPL1	INPPL1
PHOX2A	PHOX2A
CLPB	CLPB
ARAP1	ARAP1
PDE2A	PDE2A
C11ORF51	ANAPC15
LAMTOR1	LAMTOR1
NUMA1	NUMA1
RNF121	RNF121
NUP98	NUP98
PGAP2	PGAP2
RHOG	RHOG
STIM1	STIM1
RRM1	RRM1
OR51E2	OR51E2
RPS11	RPS11
HBE1	HBB
OR52B2	OR52B6
CDCA8	CDCA8
C11ORF42	C11ORF42
FAM160A2	FAM160A2
CNGA4	CNGA4
CCKBR	CCKBR
SMPD1	SMPD1
APBB1	APBB1
HPX	HPX
ARFIP2B	ARFIP2
FXC1	FXC1
DNHD1	DNHD1
RRP8	RRP8
ILK	ILK
TAF10	TAF10
TPP1	TPP1
DCHS1	DCHS1
LCMT2	LCMT2
SNX8	SNX8
NUDT1	NUDT1
MAD1L1	MAD1L1
ELFN1	ELFN1
PSMG3	PSMG3
TMEM184A	TMEM184A
MAFK	MAFK
INTS1	INTS1
MICALL2	MICALL2
UNCX	UNCX
ZFAND2B	ZFAND2B
GPER	GPER
GPR146	GPR146
EDEM1	EDEM1
F1P0Z7_CHICK	ARL8B
BHLHE40	BHLHE40
ITPR1	ITPR1
SUMF1	SUMF1
KCNA5	KCNA5
KCNA1	KCNA1
CPZ	CPZ
METTL19	TRMT44
ACOX3	ACOX3
HTRA3	HTRA3
SH3TC1	SH3TC1
ABLIM2	ABLIM2
F1NTJ1_CHICK	SLC2A3
FOXJ2	FOXJ2
C3AR1	C3AR1
NECAP1	NECAP1
HMGX7_CHICK	MSX1
MEP1A	MEP1A
GPR116	GPR116
TNFRSF21	TNFRSF21
FRRS1	FRRS1
PALMD	PALMD
TTLL8	TTLL8
MLC1	MLC1
MOV10L1	MOV10L1
PANX2	PANX2
TRABD	TRABD
RP3-402G11.5.1	SELO
TUBGCP6	TUBGCP6
SZL	SZL
MAPK12	MAPK12
NPM2	NPM2
DCLK2	DCLK2
LRBA	LRBA
MAB21L2	MAB21L2
RPS3A	RPS3A
SH3D19	SH3D19
FAM160A1	FAM160A1
PET112	PET112
FBXW7	FBXW7
TMEM154	TMEM154
ARFIP1	ARFIP1
TRIM2	TRIM2
MND1	MND1
KIAA0922	KIAA0922
SFRP2	SFRP2
DCHS2	DCHS2
PLRG1	PLRG1
FGB	FGB
FGA	FGA
FGG	FGG
LRAT	LRAT
RBM46	RBM46
NPY2R	NPY2R
MAP9	MAP9
GUCY1A3	GUCY1A3
ASIC5	ASIC5
TDO2	TDO2
CTSO	CTSO
PDGFC	PDGFC
GLRB	GLRB
GRIA2	GRIA2
FAM198B	FAM198B
TMEM144	TMEM144
RXFP1	RXFP1
ETFDH	ETFDH
PPID	PPID
FNIP2	FNIP2
RAPGEF2	RAPGEF2
FSTL5	FSTL5
TC2N	TC2N
FBLN5	FBLN5
TRIP11	TRIP11
ATX3_CHICK	ATXN3
CPSF2	CPSF2
SLC24A4	SLC24A4
RIN3	RIN3
LGMN	LGMN
GOLGA5	GOLGA5
ITPK1_CHICK	ITPK1
C14ORF109	TMEM251
UBR7	UBR7
BTBD7	BTBD7
UNC79	UNC79
FAM181A	FAM181A
ASB2	ASB2
GMDS	GMDS
FOXF2	FOXF2
FOXQ1	FOXQ1
EXOC2	EXOC2
IRF4	IRF4
DUSP22	DUSP22
NQO2	NQO2
RIPK1	RIPK1
BPHL	BPHL
PSMG4	PSMG4
SLC22A23	SLC22A23
PXDC1	PXDC1
PRPF4B	PRPF4B
FAM217A	FAM217A
C6ORF201	C6ORF201
ECI2	ECI2
CDYL	CDYL
RPP40	RPP40
PPP1R3G	PPP1R3G
LYRM4	LYRM4
FARS2	FARS2
NRN1	NRN1
F13A1	F13A1
LY86	LY86
RREB1	RREB1
SSR1	SSR1
FAM131B	FAM131B
CLCN1	CLCN1
TSGA13	TSGA13
UCN3	UCN3
MRPL51	MRPL51
NCAPD2	NCAPD2
GAPDH	GAPDH
IFFO1	IFFO1
NOP2	NOP2
CHD4	CHD4
LPAR5	LPAR5
ING4	ING4
HER9	HES3
ZNF384	ZNF384
C12ORF53	PIANP
COPS7A	COPS7A
MLF2	MLF2
LAG3	LAG3
CD4	CD4
GPR162	GPR162
LEPREL2	LEPREL2
GNB3	GNB3
CDCA3	CDCA3
USP5	USP5
TPIS_CHICK	TPI1
LRRC23	LRRC23
F1NG74_CHICK	ENO2
ATN1	ATN1
C12ORF57	C12ORF57
PTPN6	PTPN6
PHB2	PHB2
EMG1	EMG1
LPCAT3	LPCAT3
F1N803_CHICK	C1S
C1R	C1R
RBP5	RBP5
CLSTN3	CLSTN3
PEX5	PEX5
CASR	CASR
PPAPDC2	PPAPDC2
FMO5	FMO5
PRKAB2	PRKAB2
PHGDH	PHGDH
HMGCS2	HMGCS2
MZT2B	MZT2B
FASLG	FASLG
C1ORF9	SUCO
USH2A	USH2A
KCTD3	KCTD3
CHD1	CHD1
