mouse	eggnog
Wscd2	WSCD2
Mn1	MN1
Casz1	CASZ1
Entpd6	ENTPD6
Selenom	SELM
Insm1	INSM1
Rin2	RIN2
Dennd1b	DENND1B
Rapgef6	RAPGEF6
Gm694	C1ORF64
Sox13	SOX13
Ren1	REN
Sec31a	SEC31A
Ffar3	FFAR3
Cdh19	CDH19
Sars2	SARS2
Map1a	MAP1A
Csn1s1	CSN1S1
Plekhg2	PLEKHG2
Vps4b	VPS4B
Eid2b	EID2B
Gtsf1l	GTSF1L
Pla2g4d	PLA2G4D
Tmem200b	TMEM200B
Wipf1	WIPF1
B3gnt8	B3GNT8
Rmdn3	FAM82A2
Rbm44	RBM44
Fryl	FRYL
Zfp575	ZNF575
Tmem35b	ZMYM6NB
Grxcr1	GRXCR1
Ceacam20	CEACAM20
Rbm47	RBM47
Sh3d21	SH3D21
Stk40	STK40
Inpp5b	INPP5B
Slc34a2	SLC34A2
Gipr	GIPR
Ccdc8	CCDC8
Pnmal2	PNMAL2
Cited4	CITED4
Sae1	SAE1
Dhx34	DHX34
Zmynd12	ZMYND12
Gltscr1	GLTSCR1
Olfr1339	OLFR1339
Stk32b	STK32B
Ccdc108	CCDC108
Fam193a	FAM193A
Zfyve28	ZFYVE28
Gm1673	C4ORF48
Il11	IL11
Trabd2b	TRABD2B
Dnaaf3	DNAAF3
Ccnyl1	CCNYL1
Rps2	RPS2
1700027J19Rik	CDC42EP5
Usp24	USP24
Ccdc173	CCDC173
Kmt2e	MLL5
Klhl9	KLHL9
Tgfbrap1	TGFBRAP1
Il1rl2	IL1RL2
Rab7	RAB7A
Lmbrd1	LMBRD1
Inip	INIP
Dnajc25	DNAJC25
Crispld1	CRISPLD1
Actl7a	ACTL7A
Actl7b	ACTL7B
Olfr270	OR13D1
Foxe1	FOXE1
Ccin	CCIN
Olfr155	OR2S2
Hrct1	HRCT1
Mamdc4	MAMDC4
Ndufb6	NDUFB6
Gm136	C6ORF163
Sdr16c6	SDR16C6
Atp2c2	ATP2C2
Cmip	CMIP
Znrf1	ZNRF1
Srbd1	SRBD1
Camkmt	CAMKMT
Pdp2	PDP2
Rasgrp3	RASGRP3
Capn13	CAPN13
Cnep1r1	CNEP1R1
Fbxw9	FBXW9
Safb	SAFB
Samd1	SAMD1
Rpl7l1	RPL7L1
Lrrc73	LRRC73
Yipf3	YIPF3
Nxph4	NXPH4
Jund	JUND
Slc26a10	SLC26A10
Nr2c2ap	NR2C2AP
Osbpl8	OSBPL8
Pawr	PAWR
Amn1	AMN1
1700029J07Rik	C4ORF47
Ccdc110	CCDC110
Usp44	USP44
H2-Ob	HLA-DOB
Mboat4	MBOAT4
Brd2	BRD2
Ubxn8	UBXN8
Tmem263	C12ORF23
Rfx4	RFX4
Tas2r121	TAS2R13
Wdr20	WDR20
Izumo4	IZUMO4
Mtch1	MTCH1
Akap3	AKAP3
Adamtsl5	ADAMTSL5
Mcf2l	MCF2L
Smim15	C5ORF43
Odf3l2	ODF3L2
Dpcr1	DPCR1
Olfr1357	OR1I1
Lig4	LIG4
Wfikkn1	WFIKKN1
Ccdc78	CCDC78
Zdhhc22	ZDHHC22
Lrrc74a	C14ORF166B
Npw	NPW
Syndig1l	SYNDIG1L
Vrtn	VRTN
Slc10a1	SLC10A1
Scel	SCEL
Cldn9	CLDN9
Mypn	MYPN
Adgrv1	GPR98
Akap5	AKAP5
Lmod3	LMOD3
Tmf1	TMF1
1600012H06Rik	C6ORF120
Cep85l	CEP85L
Slc5a7	SLC5A7
Bves	BVES
Pdss2	PDSS2
Armc2	ARMC2
Akap6	AKAP6
Tia1	TIA1
Trappc3l	BET3L
Egr4	EGR4
Lsmem1	C7ORF53
Trdn	TRDN
Etv1	ETV1
Setdb2	SETDB2
Moxd1	MOXD1
Pole4	POLE4
Rnf17	RNF17
Tbpl1	TBPL1
Spin1	SPIN1
Map3k5	MAP3K5
Ect2l	ECT2L
2410004P03Rik	C2ORF50
Prdm15	PRDM15
Grid2	GRID2
Kcnj6	KCNJ6
Armt1	C6ORF211
Rnase6	RNASE6
Ccnb1ip1	CCNB1IP1
Krtap26-1	KRTAP26-1
Vti1a	VTI1A
Olfr441	OR2A14
Ptgdr	PTGDR
Rbm20	RBM20
Olfr172	OR5K1
Usmg5	USMG5
Gprin2	GPRIN2
Pcnp	PCNP
Klrg2	KLRG2
3425401B19Rik	C10ORF71
Svopl	SVOPL
Fam178a	FAM178A
Tagln3	TAGLN3
Tigit	TIGIT
Cpa2	CPA2
Fam208b	FAM208B
Ccdc136	CCDC136
Cep55	CEP55
Muc4	MUC4
Pigx	PIGX
Rnls	RNLS
Asah2	ASAH2
Cstf2t	CSTF2T
Fam189a2	FAM189A2
Vps8	VPS8
Vwa5b2	VWA5B2
Tmprss12	TMPRSS12
Adcy6	ADCY6
Ube2v2	UBE2V2
Eef1g	EEF1G
Tut1	TUT1
Mta2	MTA2
Eml3	EML3
Rom1	ROM1
B3gat3	B3GAT3
Ganab	GANAB
Ints5	INTS5
Arid2	ARID2
Uqcc3	C11ORF83
Ubxn1	UBXN1
Lrrn4cl	LRRN4CL
Gng3	GNG3
Polr2g	POLR2G
Foxr2	FOXR2
Snx29	SNX29
Iqsec2	IQSEC2
Tbc1d8b	TBC1D8B
Tex13a	TEX13A
Ap5b1	AP5B1
Armcx5	ARMCX5
Gm960	C11ORF80
Enthd1	ENTHD1
Kcnj4	KCNJ4
Maff	MAFF
Magee1	MAGEE1
Ncf4	NCF4
Awat1	AWAT1
Tmem28	FAM155B
Scrt1	SCRT1
Spin4	SPIN4
Klhl15	KLHL15
A1bg	A1BG
Zhx2	ZHX2
Adgrg4	GPR112
Rad21l	RAD21L1
Olfr1320	OLFR1320
Slc35a2	SLC35A2
Apcdd1	APCDD1
Dnajc30	DNAJC30
Gm94	C5ORF46
Map3k2	MAP3K2
Mroh9	C1ORF129
Hnrnpul2	HNRNPUL2
Reg3b	REG3B
Sept5	SEPT5
Taf1a	TAF1A
Als2cr11	ALS2CR11
Gpx4	GPX4
Dio3	DIO3
Prkce	PRKCE
Heatr5b	HEATR5B
Fam179a	FAM179A
L3mbtl4	L3MBTL4
Lrrc30	LRRC30
Arrdc5	ARRDC5
Foxp4	FOXP4
Lst1	LST1
G6b	C6ORF25
Nelfe	RDBP
Pknox1	PKNOX1
Tsc2	TSC2
Ccr6	CCR6
Fndc1	FNDC1
Sytl3	SYTL3
Tmco1	TMCO1
Dok6	DOK6
Mbd1	MBD1
Fam129a	FAM129A
Cep76	CEP76
Spink13	SPINK13
Synpo	SYNPO
Arl14epl	ARL14EPL
Srgap2	SRGAP2
Lars	LARS
Grxcr2	GRXCR2
Arhgap26	ARHGAP26
Pcdhb22	PCDHB15
Ecscr	ECSCR
Prob1	PROB1
D2hgdh	D2HGDH
Myeov2	MYEOV2
2700062C07Rik	C18ORF21
Ramp1	RAMP1
Asxl3	ASXL3
Cab39	CAB39
Fbxo36	FBXO36
Rab18	RAB18
Fam134a	FAM134A
Catip	C2ORF62
Idh1	IDH1
Plekhm3	PLEKHM3
Mrpl43	MRPL43
Ino80d	INO80D
Pusl1	PUSL1
Pgap1	PGAP1
Tmem88b	TMEM88B
Faap20	C1ORF86
Trp73	TP73
Klhl21	KLHL21
Arid5a	ARID5A
Dst	DST
4931408C20Rik	SPATA31E1
Rims1	RIMS1
Rsg1	RSG1
Defb18	DEFB113
Ubr4	UBR4
Sgk3	SGK3
Otud3	OTUD3
Srsf10	SRSF2
Zscan20	ZSCAN20
5730409E04Rik	C1ORF216
Olfr1341	OLFR1341
Kncn	KNCN
Shank2	SHANK2
Syt8	SYT8
Sigirr	SIGIRR
Efcab7	EFCAB7
Alg6	ALG6
Nkx6-2	NKX6-2
Cdkn2b	CDKN2B
Nps	NPS
Focad	FOCAD
Tufm	TUFM
Arhgap17	ARHGAP17
Iqck	IQCK
Rbmxl2	RBMXL2
Olfr17	OR10A4
Olfr692	OR52W1
Olfr677	OR52E4
Olfr676	OLFR676
Olfr656	COR52P3
Olfr654	OLFR654
Olfr653	OLFR653
Olfr651	OLFR651
Trim6	TRIM34
Pm20d2	PM20D2
Olfr641	OR51I2
Olfr635	OR51Q1
Olfr633	OLR135
Olfr615	OLR108
Olfr599	OLFR599
Olfr574	OR51T1
Olfr572	OLFR572
Olfr570	OLFR570
Olfr561	OLFR561
Olfr557	OR51D1
Olfr556	OLFR556
Olfr552	OR52K2
Olfr549	OLFR549
Rhog	RHOG
Anapc15	ANAPC15
Ggh	GGH
Ttpa	TTPA
Pomgnt2	GTDC2
Klhl40	KBTBD5
B3gnt6	B3GNT6
Omp	OMP
Alg8	ALG8
Exoc8	EXOC8
Mc1r	MC1R
Spata2l	SPATA2L
Cpeb1	CPEB1
Ankrd11	ANKRD11
Prss44	PRSS44
Man2a2	MAN2A2
Scap	SCAP
Adad2	ADAD2
Necab2	NECAB2
Osgin1	OSGIN1
Mlycd	MLYCD
Pkd1l2	PKD1L2
Slc26a6	SLC26A6
Adamts17	ADAMTS17
Snrpn	SNRPN
Jam2	JAM2
Svip	SVIP
Il20rb	IL20RB
Tepp	TEPP
Plekhf1	PLEKHF1
Adcy7	ADCY7
Cebpa	CEBPA
Znhit6	ZNHIT6
Fam83b	FAM83B
Scn1b	SCN1B
Krtdap	KRTDAP
Pigb	PIGB
Dyx1c1	DYX1C1
Zfp280d	ZNF280D
Sdhaf1	SDHAF1
Cox7a1	COX7A1
Gm10644	GM10644
Foxb1	FOXB1
Tet2	TET2
Spint2	SPINT2
Usp3	USP3
Cib3	CIB3
Pias1	PIAS1
Cyp2a4	CYP2A6
Gramd2	GRAMD2
Erich4	C19ORF69
Rec114	C15ORF60
Pou2f2	POU2F2
Lrif1	LRIF1
Galntl6	GALNTL6
I830077J02Rik	C1ORF162
Tnfaip8l3	TNFAIP8L3
AI593442	C11ORF87
Ccdc61	CCDC61
Layn	LAYN
Zc3h4	ZC3H4
C5ar2	GPR77
Fat1	FAT1
Ehd2	EHD2
Bsph1	BSPH1
Vps37a	VPS37A
AI429214	C8ORF48
Foxr1	FOXR1
Tti2	TTI2
Kmt5c	SUV420H2
Kcnu1	KCNU1
Tnni3	TNNI3
Bnipl	BNIPL
Gabpb2	GABPB2
Flg2	FLG2
Pate2	PATE2
Defb33	DEFB33
S100a16	S100A16
Dennd4b	DENND4B
Ecsit	ECSIT
Spc24	SPC24
Elavl1	ELAVL1
Cep295	KIAA1731
Gcnt7	GCNT7
Cass4	CASS4
Kcng1	KCNG1
Mocs3	MOCS3
Fam65c	FAM65C
Arfgef2	ARFGEF2
Mbnl1	MBNL1
Tsc22d2	TSC22D2
Ankub1	ANKUB1
Slc12a5	SLC12A5
Wfdc9	WFDC9
Spint3	SPINT3
Pabpc1l	PABPC1L
Mgst2	MGST2
Tox2	TOX2
Itga7	ITGA7
Mafb	MAFB
Tldc2	C20ORF118
Sox2	SOX2
Ttc14	TTC14
Kif5a	KIF5A
Bpifb4	BPIFB4
Tspyl3	TSPYL3
Ttll9	TTLL9
Foxs1	FOXS1
Mast4	MAST4
Defb25	DEFB124
Defb26	DEFB125
Defb23	DEFB129
Zcchc3	ZCCHC3
Ccl28	CCL28
Fndc10	C1ORF233
Nanos1	NANOS1
Cd93	CD93
Thbd	THBD
Pdzd8	PDZD8
Atxn7l3b	ATXN7L3B
Kiz	PLK1S1
Poc5	POC5
Ism1	ISM1
Rasgrf2	RASGRF2
Ube2n	UBE2N
Plxnc1	PLXNC1
Hspa12b	HSPA12B
Sfr1	SFR1
Arrdc3	ARRDC3
Slc4a11	SLC4A11
Anks1b	ANKS1B
Gas2l3	GAS2L3
Wbp1l	WBP1L
Brd9	BRD9
Hps6	HPS6
Nt5dc3	NT5DC3
Lbx1	LBX1
Spata31d1c	SPATA31D1C
Spata31	SPATA31
Hpse2	HPSE2
Slc35d2	SLC35D2
Zfyve27	ZFYVE27
Ctxn2	CTXN2
Duox1	DUOX1
Sorbs1	SORBS1
Serf2	SERF2
Ddx46	DDX46
Lcmt2	LCMT2
Nsd1	NSD1
Btaf1	BTAF1
B3galt5	B3GALT5
Htr7	HTR7
Gprin1	GPRIN1
Hlcs	HLCS
Sgms1	SGMS1
Fam8a1	FAM8A1
Mis18a	MIS18A
Fam122a	FAM122A
Pak6	PAK6
Tjp2	TJP2
Ptar1	PTAR1
Grem1	GREM1
Chrm5	CHRM5
Ano3	ANO3
Fibin	FIBIN
Nrbf2	NRBF2
Gm813	GM813
Fjx1	FJX1
Accsl	ACCSL
Nxpe3	NXPE3
Zfp408	ZNF408
Pgbd1	PGBD1
Tbc1d32	C6ORF170
Cfap44	WDR52
B3galnt2	B3GALNT2
Olfr1256	OR4A47
Olfr1234	OR4A15
Olfr1231	OLFR1231
Olfr1230	OR4C6
Cd80	CD80
Lgals8	LGALS8
Olfr1179	OLFR1179
Olfr1163	OR5D14
Olfr1157	OR5L1
Olfr1155	OR5D16
Mtr	MTR
Prep	PREP
Olfr1111	OR5AS1
Olfr1104	OR8I2
Olfr1101	OR5T2
Olfr1046	OR8K1
Olfr1045	OLFR1045
Olfr52	OLFR52
Olfr1044	OR8U1
Olfr1037	OLFR1037
Olfr1012	OLFR1012
Lrrc55	LRRC55
Ccdc58	CCDC58
Amd1	AMD1
Fam89b	FAM89B
Cenpw	CENPW
Dfnb59	DFNB59
Nrros	LRRC33
Pde11a	PDE11A
Ttc30b	TTC30B
Mb21d2	MB21D2
Fgf12	FGF12
Taar6	TAAR6
Erich2	ERICH2
Sp5	SP5
Klhl41	KBTBD10
Igf2bp2	IGF2BP2
Scn9a	SCN9A
Samd5	SAMD5
Zbtb2	ZBTB2
Rprm	RPRM
Thap7	THAP7
Gps1	GPS1
Igll1	IGLL1
Rc3h2	RC3H2
Olfr362	OR1B1
Olfr355	OR1L8
Olfr351	OR1N1
Olfr3	OR1J1
Copz1	COPZ1
Hoxc4	HOXC4
Abcc1	ABCC1
Krt76	KRT76
Rnf157	RNF157
4930562C15Rik	C16ORF96
Dolk	DOLK
Spout1	C9ORF114
Ttf1	TTF1
Alg10b	ALG10
Slitrk1	SLITRK1
Ndor1	NDOR1
Lmo7	LMO7
Commd6	COMMD6
Tbc1d4	TBC1D4
Mapt	MAPT
Fam187a	FAM187A
Meioc	C17ORF104
BC030867	C17ORF53
B3glct	B3GALTL
Ezh1	EZH1
Urad	PRHOXNB
Kif13b	KIF13B
Krt26	KRT26
Eif3d	EIF3D
Eif2ak1	EIF2AK1
Defb30	DEFB135
Defb43	DEFB131
Defb47	DEFB130
Eif3b	EIF3B
Hoxb2	HOXB2
Ube2z	UBE2Z
Nynrin	NYNRIN
Gal3st4	GAL3ST4
Sgca	SGCA
Sla	SLA
Hhla1	HHLA1
Gm525	C17ORF67
Fam84b	FAM84B
Tmem253	TMEM253
Eddm3b	EDDM3B
Csmd3	CSMD3
Gdf2	GDF2
1700024G13Rik	C10ORF53
Psmd9	PSMD9
Fam105a	FAM105A
Mansc4	MANSC4
Nufip2	NUFIP2
Med13l	MED13L
Pbp2	PBP2
Dusp16	DUSP16
Olfr31	OR2T1
Selplg	SELPLG
Lrcol1	LRCOL1
4933413G19Rik	ENSG00000206044
Vwf	VWF
Esyt2	ESYT2
Cecr2	CECR2
Ahnak2	AHNAK2
Inf2	INF2
Myocd	MYOCD
Ccnk	CCNK
Prrt3	PRRT3
Jagn1	JAGN1
Tmprss11a	TMPRSS11A
Srp72	SRP72
Reps2	REPS2
Rybp	RYBP
Gpr27	GPR27
Iqsec1	IQSEC1
Adck1	ADCK1
Klhl5	KLHL5
Col4a6	COL4A6
Sod3	SOD3
Nup62cl	NUP62CL
Ripply1	RIPPLY1
Rgs6	RGS6
Bst1	BST1
Hnrnpab	HNRNPAB
Ltc4s	LTC4S
Cpxcr1	CPXCR1
Reg3a	REG3A
Cylc1	CYLC1
Fam46d	FAM46D
Gpr174	GPR174
Gm5127	GM5127
Atrx	ATRX
Dmrtc1b	DMRTC1B
Nhsl2	NHSL2
Taf1	TAF1
Mad2l1	MAD2L1
Atoh1	ATOH1
Gm614	CXORF65
Plb1	PLB1
Plekha8	PLEKHA8
Hbq1b	HBQ1
Hoxa4	HOXA4
Tmem176a	TMEM176A
Tmem176b	TMEM176B
Npas3	NPAS3
Smim9	CXORF68
Lrrc61	LRRC61
Kcnk3	KCNK3
Drc1	CCDC164
Opn1mw	OPN1LW
Olfr446	OR2A12
Arl4a	ARL4A
Clec5a	CLEC5A
Tmem185a	TMEM185A
Ids	IDS
Ptn	PTN
Ccdc160	CCDC160
Klf14	KLF14
Limk2	LIMK2
Mdfic	MDFIC
Msrb1	MSRB1
Selenos	VIMP
Tbcd	TBCD
Narf	NARF
BC100451	BC100451
Mgat5b	MGAT5B
Rhbdf2	RHBDF2
Fbf1	FBF1
Llgl2	LLGL2
Kctd2	KCTD2
Mrpl58	ICT1
Ush1g	USH1G
Nat9	NAT9
Tcea2	TCEA2
Stmn3	STMN3
Nkain4	NKAIN4
Phactr3	PHACTR3
Gh	GH1
Nsf	NSF
Spata32	SPATA32
Plcd3	PLCD3
Cttn	CTTN
Itga2b	ITGA2B
Tnnc2	TNNC2
Wfdc3	WFDC3
Spint5	ENSG00000168630
Eppin	EPPIN
Pigt	PIGT
Matn4	MATN4
Cntd1	CNTD1
Wnk4	WNK4
Cntnap1	CNTNAP1
Zhx3	ZHX3
Plcg1	PLCG1
Zfp385c	ZNF385C
Cnp	CNP
Tgm2	TGM2
Hap1	HAP1
Krt35	KRT35
Dsn1	DSN1
Krt10	KRT10
Smarce1	SMARCE1
Ccr7	CCR7
Fbxl20	FBXL20
Rpl23	RPL23
Psmb3	PSMB3
Cdk5rap3	CDK5RAP3
Gip	GIP
Acsf2	ACSF2
Dstn	DSTN
Mib2	MIB2
Lpo	LPO
Pex10	PEX10
Adra1d	ADRA1D
Rpl22	RPL22
Itpa	ITPA
Car4	CA4
Znhit3	ZNHIT3
Snrpb	SNRPB
Per3	PER3
Ube4b	UBE4B
Nle1	NLE1
Pex14	PEX14
Snrnp200	SNRNP200
Spaca3	SPACA3
Cdk5r1	CDK5R1
5730455P16Rik	C17ORF75
Gabpb1	GABPB1
Nppa	NPPA
Nppb	NPPB
2510039O18Rik	KIAA2013
Tmem97	TMEM97
B2m	B2M
Cela2a	CELA2A
Rpl23a	RPL23A
Hspb7	HSPB7
Szrd1	SZRD1
Nsrp1	NSRP1
Lrrc57	LRRC57
Gemin4	GEMIN4
Pitpna	PITPNA
Rtn4rl1	RTN4RL1
Dll4	DLL4
Ece1	ECE1
Chst14	CHST14
Cela3b	CELA3B
Plcb2	PLCB2
Tcea3	TCEA3
Rasgrp1	RASGRP1
Rpl11	RPL11
Gale	GALE
Arhgap11a	ARHGAP11A
Il22ra1	IL22RA1
Nipal3	NIPAL3
Mtfr1l	FAM54B
Dnajc24	DNAJC24
Nos1	NOS1
Rpa2	RPA2
Med18	MED18
Asgr2	ASGR2
Trim44	TRIM44
Matn1	MATN1
Ankrd13a	ANKRD13A
Slc35g3	AMAC1
Tmem39b	TMEM39B
Tmem234	TMEM234
Eif3i	EIF3I
Sync	SYNC
Fndc5	FNDC5
Adprhl2	ADPRHL2
Stxbp3	STXBP3
Yrdc	YRDC
Sort1	SORT1
Atxn7l2	ATXN7L2
Olfr1019	OR5AR1
Akirin1	AKIRIN1
Ube2l6	UBE2L6
Med19	MED19
Selenoh	C11ORF31
Trit1	TRIT1
Foxo6	FOXO6
B9d1	B9D1
Itga4	ITGA4
Sestd1	SESTD1
Mog	MOG
Nfe2l2	NFE2L2
Dmap1	DMAP1
Cdca7	CDCA7
Ptgfrn	PTGFRN
Nt5m	NT5M
Rps8	RPS8
Mutyh	MUTYH
Rad54l	RAD54L
Cyp4b1	CYP4B1
Abcb11	ABCB11
Stk39	STK39
Ttc21b	TTC21B
Slc5a9	SLC5A9
Elavl4	ELAVL4
Faf1	FAF1
Anxa6	ANXA6
Gcg	GCG
Kti12	KTI12
Orc1	ORC1
Tnfaip2	TNFAIP2
Uba2	UBA2
Stam2	STAM2
Cdkn2aipnl	CDKN2AIPNL
Rbm43	RBM43
Mmadhc	MMADHC
Ak4	AK4
Jak1	JAK1
Dennd1a	DENND1A
Kank4	KANK4
Cd47	CD47
Ublcp1	UBLCP1
Il12b	IL12B
Cfap157	C9ORF117
Rps6	RPS6
Gap43	GAP43
St6galnac4	ST6GALNAC4
Bnc2	BNC2
Stk10	STK10
Ifit1	IFIT1
Ifit2	IFIT2
4930524B15Rik	C5ORF47
Mpdz	MPDZ
Cd3e	CD3E
Ptges	PTGES
Rel	REL
Spaca9	C9ORF9
Ppp3r1	PPP3R1
Sardh	SARDH
Robo4	ROBO4
Txndc8	TXNDC8
Abo	ABO
Wap	WAP
Slc44a1	SLC44A1
Smc2	SMC2
Abca2	ABCA2
Gck	GCK
Myl7	MYL7
Pold2	POLD2
Aebp1	AEBP1
Uap1l1	UAP1L1
Tdrd7	TDRD7
Hus1b	HUS1B
Creb3	CREB3
Nxph2	NXPH2
E2f3	E2F3
Atp8b5	ATP8B5
Cntfr	CNTFR
Dnaic1	DNAI1
Aco1	ACO1
Mob3b	MOB3B
Gata3	GATA3
Akr1b3	AKR1B1
Ube2h	UBE2H
4930452B06Rik	C3ORF67
Nkain3	NKAIN3
Cngb3	CNGB3
Ywhaq	YWHAQ
Trbv3	TRBV2
Trbv29	TRBV28
Trbv30	TRBV29-1
Trbv31	TRBV30
Ighm	IGHM
B230359F08Rik	TRAV22
Trav18	TRAV27
Trav19	TRAV29DV5
Trdv4	TRDV2
Trdv5	TRDV3
Trac	TRAC
Ranbp6	RANBP6
Fam170b	FAM170B
Actl10	ACTL10
Ankrd63	ANKRD63
Capns2	CAPNS2
Sowaha	SOWAHA
Ubl4b	UBL4B
Tmem139	TMEM139
Rnf148	RNF148
Psapl1	PSAPL1
Tmem203	TMEM203
Otud1	OTUD1
Klhdc7a	KLHDC7A
Fam43b	FAM43B
Gm3550	RPL29
Sft2d3	SFT2D3
Krtap16-1	KRTAP16-1
Krtap29-1	KRTAP29-1
Dnajb7	DNAJB7
Zswim6	ZSWIM6
Foxd1	FOXD1
F8a	F8A2
Gm362	GM362
Sf3b5	SF3B5
Mos	MOS
Rnf41	RNF41
Gpr182	GPR182
Ctdsp2	CTDSP2
Kera	KERA
Dcn	DCN
Smim24	C19ORF77
Tbxa2r	TBXA2R
Matk	MATK
Map2k2	MAP2K2
Tmprss9	TMPRSS9
Dot1l	DOT1L
Cbarp	C19ORF26
Med16	MED16
Ccdc105	CCDC105
Ilvbl	ILVBL
Icosl	ICOSLG
1810043G02Rik	C21ORF2
Trpm2	TRPM2
Slc19a1	SLC19A1
Adora2a	ADORA2A
Lrrtm3	LRRTM3
Slc35f1	SLC35F1
Ppil6	PPIL6
Col10a1	COL10A1
Ahi1	AHI1
Klhl17	KLHL17
Plekhn1	PLEKHN1
Perm1	C1ORF170
Ankrd65	ANKRD65
Cfap74	C1ORF222
Plch2	PLCH2
Ajap1	AJAP1
Rere	RERE
Slc25a33	SLC25A33
Gm572	C1ORF127
Aadacl3	AADACL3
Prdm2	PRDM2
Ctrc	CTRC
Ubxn10	UBXN10
Sh2d5	SH2D5
Pithd1	PITHD1
Myom3	MYOM3
Grhl3	GRHL3
Aunip	AUNIP
Pafah2	PAFAH2
Zfp683	ZNF683
Fgf3	FGF3
Tmem222	TMEM222
Cd164l2	CD164L2
Tnni2	TNNI2
Nkain1	NKAIN1
Snrnp40	SNRNP40
Serinc2	SERINC2
Pddc1	PDDC1
Phrf1	PHRF1
Rnh1	RNH1
Dcdc2b	DCDC2B
Fam229a	FAM229A
Lrrc7	LRRC7
Nlrp6	NLRP6
Zbtb8os	ZBTB8OS
Yars	YARS
Rab40b	RAB40B
Zmym4	ZMYM4
Jakmip3	JAKMIP3
Bnip3	BNIP3
Foxk2	FOXK2
Fubp1	FUBP1
Adgrl2	LPHN2
Notum	NOTUM
1110065P20Rik	C1ORF122
Ndufaf8	C17ORF89
Cep131	AZI1
Stx1b	STX1B
Tmco2	TMCO2
Ube2d3	UBE2D3
Zfp688	ZNF688
Itgal	ITGAL
Hivep3	HIVEP3
6030468B19Rik	C17ORF99
Sez6l2	SEZ6L2
Cyp2u1	CYP2U1
Mettl23	METTL23
Prpsap1	PRPSAP1
Rabep2	RABEP2
Ccdc24	CCDC24
1810037I17Rik	C4ORF3
Hs3st4	HS3ST4
Mrpl38	MRPL38
Pomgnt1	POMGNT1
Dph5	DPH5
Tex38	TEX38
Prmt6	PRMT6
Cd300lb	CD300LB
Rps15a	RPS15A
Kcnj16	KCNJ16
Usp47	USP47
Rnf141	RNF141
Slc1a7	SLC1A7
0610037L13Rik	C1ORF123
Ovch2	OVCH2
Kpna2	KPNA2
Capza1	CAPZA1
Mroh7	HEATR8
1700024P16Rik	C1ORF168
Gm5901	C11ORF42
Dab1	DAB1
Olfr639	OLFR639
Olfr631	OR51M1
Olfr616	OLFR616
Slc22a15	SLC22A15
Tomt	LRTOMT
Folr1	FOLR1
Arhgef17	ARHGEF17
Gm12695	C1ORF87
Ankrd34a	ANKRD34A
Jun	JUN
Plaa	PLAA
Izumo3	IZUMO3
Cdkn2a	CDKN2A
Rsf1	RSF1
Tenm4	TENM4
Sytl2	SYTL2
Eed	EED
Rab38	RAB38
Grm5	GRM5
Cgn	CGN
Ramp2	RAMP2
Crnn	CRNN
Alpk3	ALPK3
Zfp592	ZNF592
Kcnh4	KCNH4
Furin	FURIN
Idh2	IDH2
Mesp2	MESP2
Krt15	KRT15
Krt36	KRT36
Krt32	KRT32
Aen	AEN
Fam174b	FAM174B
Rapgefl1	RAPGEFL1
Msto1	MSTO1
Ube3a	UBE3A
AI481877	C9ORF84
1700001P01Rik	C17ORF98
Cisd3	CISD3
Srcin1	SRCIN1
Klf4	KLF4
Lrba	LRBA
Sh3d19	SH3D19
Gatb	PET112
Ttll6	TTLL6
Tmem154	TMEM154
Spop	SPOP
Grwd1	GRWD1
Ntn5	NTN5
Gabbr2	GABBR2
Hsd17b14	HSD17B14
Tstd2	TSTD2
Ruvbl2	RUVBL2
Tmod1	TMOD1
Kcna7	KCNA7
Slc25a51	SLC25A51
Trim59	TRIM59
Tomm5	TOMM5
Aldh16a1	ALDH16A1
Zcchc7	ZCCHC7
Clta	CLTA
Tmem8b	TMEM8B
Msmp	MSMP
Kcnc3	KCNC3
Selenot	SELT
Fam71e1	FAM71E1
1700008O03Rik	C19ORF81
Shank1	SHANK1
Klk6	KLK6
Iglon5	IGLON5
Vsig10l	VSIG10L
Ptrh2	PTRH2
Ccne1	CCNE1
Fam219a	FAM219A
Abhd18	C4ORF29
Hspa4l	HSPA4L
Etv2	ETV2
Zbtb32	ZBTB32
Ankrd6	ANKRD6
Dcun1d1	DCUN1D1
Wdr62	WDR62
Prkci	PRKCI
Samd7	SAMD7
Lrrc31	LRRC31
Lrriq4	LRRIQ4
Mecom	MECOM
Foxn1	FOXN1
Ect2	ECT2
Rps16	RPS16
Dll3	DLL3
Ythdf3	YTHDF3
BC024978	C19ORF54
Pag1	PAG1
Cyp2t4	CYP2T4
Hnf4g	HNF4G
Efcab5	EFCAB5
B9d2	B9D2
Tmem145	TMEM145
Prr19	PRR19
Rps19	RPS19
Irgc1	IRGC
Zfp296	ZNF296
Dact3	DACT3
Slc1a5	SLC1A5
Ceacam15	CEACAM21
Fbxo39	FBXO39
4933427D14Rik	KIAA0753
Zfp541	ZNF541
Bsph2	BSPH2
6330408A02Rik	C19ORF68
Zfp579	ZNF579
Gp6	GP6
Ctdnep1	CTDNEP1
Elp5	ELP5
Rps9	RPS9
Zbtb4	ZBTB4
Atpaf2	ATPAF2
Slc35f3	SLC35F3
Sipa1l2	SIPA1L2
Zfp512b	ZNF512B
Gjc2	GJC2
Arfrp1	ARFRP1
Cbx5	CBX5
