pleurodeles	eggnog
LEAP2	LEAP2
MTRF1L	MTRF1L
POLN	POLN
CCR4	CCR4
PTH	PTH
S100Z	S100Z
MINOS1	MINOS1
SLC12A8	SLC12A8
CLEC3A	CLEC3A
NDUFS6	NDUFS6
GPHA2	GPHA2
STC1	STC1
RAB19	RAB19
DCT	DCT
Olfr513	Olfr513
FGF6	FGF6
ISX	ISX
ATP4B	ATP4B
PROC	PROC
IL1RL1	IL1RL1
MC2R	MC2R
TMSB4X	TMSB4X
NPBWR2	NPBWR2
SLC5A7	SLC5A7
CACNG4	CACNG4
MEI1	MEI1
COLEC10	COLEC10
SPX	SPX
WAS	WAS
LRRC10	LRRC10
GDF5	GDF5
CBFA2T2	CBFA2T2
QRFP	QRFP
BTG1	BTG1
HAO1	HAO1
PASD1	PASD1
NDUFB11	NDUFB11
IL5RA	IL5RA
NOX1	NOX1
C1orf94	C1orf94
MRPL30	MRPL30
ATP6	ATP6
TM4SF20	TM4SF20
PGC	PGC
KBTBD13	KBTBD13
EVI2A	EVI2A
TOMM5	TOMM5
EPO	EPO
NLRP10	NLRP10
RNH1	RNH1
IFITM5	IFITM5
Fam240b	Fam240b
NOX5	NOX5
SEBOX	SEBOX
ANKRD1	ANKRD1
ALPI	ALPI
FGB	FGB
HHLA2	HHLA2
SYPL1	SYPL1
Cox8b	Cox8b
GRK7	GRK7
IL18R1	IL18R1
GJB7	GJB7
CHRNB1	CHRNB1
Muc19	Muc19
TRPM2	TRPM2
PAX4	PAX4
CACNA1S	CACNA1S
PVALB	PVALB
C17orf98	C17orf98
DAPL1	DAPL1
FAIM	FAIM
LY6E	LY6E
SPON2	SPON2
SIGLEC15	SIGLEC15
VTN	VTN
GIPC2	GIPC2
GKN1	GKN1
LRRC52	LRRC52
ERP27	ERP27
PHEX	PHEX
CHRNB4	CHRNB4
CLGN	CLGN
hpd	hpd
TMEM45A	TMEM45A
MYEOV2	MYEOV2
ADTRP	ADTRP
PPEF1	PPEF1
SWS2	SWS2
NDUFB7	NDUFB7
BHMT	BHMT
ZPBP	ZPBP
SLC25A38	SLC25A38
TG	TG
GSTA1	Gsta3
CCDC102B	CCDC102B
HPX	HPX
AGXT	AGXT
C9orf135	C9orf135
TMEM132D	TMEM132D
CRYBB2	CRYBB2
RNF223	RNF223
IAPP	IAPP
GSTM1	Gstm1
OPRM1	OPRM1
HSD17B1	HSD17B1
SLC5A8	SLC5A8
HP	HP
Hsfy2	Hsfy2
ATPIF1	ATPIF1
UCMA	UCMA
DNMT3L	DNMT3L
PRG4	PRG4
TPH2	TPH2
MAP1LC3C	MAP1LC3C
IL17A	IL17A
KLHDC7A	KLHDC7A
CIB3	CIB3
C11orf94	C11orf94
CETN2	CETN1
PRR35	PRR35
DPT	DPT
Nepn	Nepn
SLC30A3	SLC30A3
MCIDAS	MCIDAS
CD28	CD28
ocel1	ocel1
CXorf65	CXorf65
CUBN	CUBN
AKNAD1	AKNAD1
SPACA6	SPACA6
TNFAIP6	TNFAIP6
CRYBB3	CRYBB3
APOF	APOF
RPL12	RPL12
MIP	MIP
FITM1	FITM1
TMEM95	TMEM95
LY86	LY86
ASCL5	ASCL5
HSPB2	HSPB2
FAM210B	FAM210B
AP1M2	AP1M2
SOAT2	SOAT2
CHRDL2	CHRDL2
LACTBL1	LACTBL1
IGHE	IGHA1
IL11	IL11
AHSG	AHSG
MORN5	MORN5
C1orf232	C1orf232
MYPN	MYPN
MTTP	MTTP
PQLC3	PQLC3
CRYBA2	CRYBA2
TMEM126A	TMEM126A
GJE1	GJE1
APOA5	APOA5
TCF23	TCF23
CRYBB1	CRYBB1
KPNA7	KPNA7
CDKN2B	CDKN2B
SNAPC5	SNAPC5
MEP1A	MEP1A
Tmed11	Tmed11
H2AFX	H2AFX
C1orf111	C1orf111
F2RL1	F2RL1
C11orf42	C11orf42
PIWIL4	PIWIL4
SDR42E1	SDR42E1
VNN1	VNN1
RMI2	RMI2
CSF3	CSF3
NME5	NME5
cyp1d1	cyp1d1
AGMAT	AGMAT
GP9	GP9
GPR87	GPR87
CLDN8	CLDN8
FOXL1	FOXL1
CD3D	CD3G
TWISTNB	TWISTNB
MSMB	MSMB
DKK4	DKK4
CABP2	CABP2
MRPS6	MRPS6
FSCN3	FSCN3
FAM229A	FAM229A
CXCL1	Cxcl1
TIRAP	TIRAP
SMIM19	SMIM19
CD209	CD209
TSPAN10	TSPAN10
MNAT1	MNAT1
NEUROG3	NEUROG3
ANKRD60	ANKRD60
GNG5	GNG5
TMPRSS5	TMPRSS5
CSTB	CSTB
REP15	REP15
OR6B1	OR6B1
HIGD1A	HIGD1A
CLNK	CLNK
HOPX	HOPX
C18orf63	C18orf63
ANKRD23	ANKRD23
OCSTAMP	OCSTAMP
PIF1	PIF1
OTOS	OTOS
SERF2	SERF2
C10orf107	C10orf107
GDF6	GDF6
SYNGR4	SYNGR4
LYRM9	LYRM9
ACTL10	ACTL10
ACKR4	ACKR4
C1orf100	C1orf100
POMC	POMC
PLD6	PLD6
C19orf67	C19orf67
BSND	BSND
IGLV2-33	IGLV2-33
MYOM2	MYOM2
ZAR1L	ZAR1L
GPR18	GPR18
DYDC1	DYDC1
TM4SF18	TM4SF18
FAM159A	FAM159A
GPR4	GPR4
CNBD1	CNBD1
OTOP3	OTOP3
DBX2	DBX2
ASAH2	ASAH2
ASIP	ASIP
SLC35G6	SLC35G6
TEKT5	TEKT5
HLA-A	HLA-A
TMPRSS12	TMPRSS12
DDC	DDC
SLC13A3	SLC13A3
ADORA2A	ADORA2A
PDCL2	PDCL2
FGA	FGA
TYR	TYR
NDUFB5	NDUFB5
tspan16	tspan16
FAM150A	FAM150A
PLA2G4E	PLA2G4E
XKR6	XKR6
GPR20	GPR20
ARR3	ARR3
DUSP27	DUSP27
SLFNL1	SLFNL1
FAM43B	FAM43B
CWH43	CWH43
GAL	GAL
TRIQK	TRIQK
LDLRAD1	LDLRAD1
CRYGN	CRYGN
MCOLN2	MCOLN2
PROSER2	PROSER2
kazald1	kazald1
ETNK2	ETNK2
C1orf112	C1orf112
GRP	GRP
MYL2	MYL2
C2orf66	C2orf66
SMIM28	SMIM28
WNT3	WNT3
TMEM44	TMEM44
KLHL31	KLHL31
C3orf62	C3orf62
MYCBP	MYCBP
AKIP1	AKIP1
C2orf61	C2orf61
ACTL7A	ACTL7A
ZNF541	ZNF541
A1CF	A1CF
ANKUB1	ANKUB1
NDUFS4	NDUFS4
GCNT2	GCNT2
RBPMS	RBPMS
KCNA10	KCNA10
NHLRC4	NHLRC4
CACNG6	CACNG6
CLEC19A	CLEC19A
RPP25L	RPP25L
CLPS	CLPS
PRLH	PRLH
FNDC7	FNDC7
GSC2	GSC2
RPL3L	RPL3L
TNNC1	TNNC1
FAM212A	FAM212A
ELOVL7	ELOVL7
STX18	STX18
MUC6	MUC6
CLDN22	CLDN22
BIRC5	BIRC5
TEX36	TEX36
AICDA	AICDA
MEIG1	MEIG1
OCM2	OCM2
HEPACAM2	HEPACAM2
HES2	HES2
C1RL	C1RL
wif1	wif1
ABHD15	ABHD15
HTR2B	HTR2B
LTC4S	LTC4S
CRCP	CRCP
GEMIN6	GEMIN6
SYPL2	SYPL2
SUPT7L	SUPT7L
ADAL	ADAL
C9orf89	C9orf89
TMC2	TMC2
MRPL52	MRPL52
MALRD1	MALRD1
C4orf46	C4orf46
IQCF1	IQCF5
CCDC63	CCDC63
TSSK4	TSSK4
BATF	BATF
SLC24A5	SLC24A5
S100A4	S100A4
MLANA	MLANA
MTNR1B	MTNR1B
PLAC8L1	PLAC8L1
CYB5D1	CYB5D1
PCP2	PCP2
TNNI1	TNNI1
TMEM167A	TMEM167A
PTRH1	PTRH1
LINC00083	LINC00083
CYB561A3	CYB561A3
KCNJ13	KCNJ13
CALHM1	CALHM1
BET1	BET1
CACNG1	CACNG1
INSM2	INSM2
VSX1	VSX1
HPDL	HPDL
GNG13	GNG13
DOCK11	DOCK11
FRMPD3	FRMPD3
CA3	CA3
CAV3	CAV3
TEKT1	TEKT1
ANXA13	ANXA13
MDFIC2	MDFIC2
PYGO1	PYGO1
LYPLA1	LYPLA1
leap2	leap2
TNMD	TNMD
LIM2	lim2
GPR112	GPR112
ATG14	ATG14
SHISA3	SHISA3
DSTN	DSTN
CYP8B1	CYP8B1
C12orf73	C12orf73
UPP1	UPP1
GPR157	GPR157
CBY3	CBY3
TINAG	TINAG
GUCY2C	GUCY2C
RPP38	RPP38
NDUFAF4	NDUFAF4
FGG	FGG
RFC3	RFC3
MPL	MPL
MRPS33	MRPS33
ASB4	ASB4
SLC1A7	SLC1A7
FGF21	FGF21
SLC7A2	SLC7A2
APOA2	APOA2
CLDN2	CLDN2
NMU	NMU
LRRC26	LRRC26
AGXT2	AGXT2
spopl	spopl
Csprs	Csprs
WEE2	WEE2
SYCN	SYCN
FCGBP	FCGBP
SERPIND1	SERPIND1
MYOZ1	MYOZ1
ZBTB7C	ZBTB7C
WDR60	WDR60
C2orf82	C2orf82
POLR2J	polr2j
RNF186	RNF186
44266	11-Mar
DRGX	DRGX
C12orf50	C12orf50
C20orf195	C20orf195
APOV1	APOV1
DMRTA2	DMRTA2
PLAGL1	PLAGL1
AGBL1	AGBL1
TMEM213	TMEM213
LRTM1	LRTM1
WDR64	WDR64
TMEM54	TMEM54
SCUBE1	SCUBE1
HUS1	HUS1
SLC13A1	SLC13A1
SERPINE3	SERPINE3
NAA38	NAA38
LRRC72	LRRC72
TEX29	TEX29
ATOH1	ATOH1
MSX2	MSX2
WFDC1	WFDC1
PRKG2	PRKG2
CAAP1	CAAP1
PGR	PGR
MGP	MGP
IQCM	IQCM
BMP15	BMP15
ABCG8	ABCG8
CUNH9orf84	CUNH9orf84
LHX3	LHX3
LRP5L	LRP5L
SLC5A5	SLC5A5
MSLN	MSLN
LSM5	LSM5
C9orf116	C9orf116
CD14	CD14
OR1F1	OR1F1
KCNMB4	KCNMB4
TMPRSS6	TMPRSS6
CCDC36	CCDC36
GTF3C6	GTF3C6
CCDC96	CCDC96
MFI2	MFI2
GPR34	GPR34
MESP2	MESP2
UROC1	UROC1
RNF32	RNF32
IGKC	IGKC
SCTR	SCTR
KCNA7	KCNA7
DUOXA2	DUOXA2
RIPK4	RIPK4
NAALADL1	NAALADL1
Ccdc163	Ccdc163
TRAV26-1	TRAV26-1
TRAV26-2	TRAV26-2
MLNR	MLNR
GDF3	GDF1
KIF15	KIF15
CETP	CETP
CTXN1	CTXN1
HESX1	HESX1
NFE2	NFE2
BIRC7	BIRC7
MGST1	MGST1
EMP2	EMP2
DMRT2	DMRT2
PLGRKT	PLGRKT
CCDC155	CCDC155
LCA5L	LCA5L
PRDM6	PRDM6
DMRT1	DMRT1
CASP8	CASP8
TCTEX1D1	TCTEX1D1
RSPH9	RSPH9
dcdc2c	dcdc2c
P2RY12	P2RY12
RD3	RD3
ENPP1	ENPP1
SLC7A13	SLC7A13
FAM83E	FAM83E
SOX30	SOX30
HOXD1	HOXD1
HGF	HGF
SLC51A	SLC51A
BLOC1S3	BLOC1S3
LOXL4	LOXL4
SLC25A30	SLC25A30
BEST3	BEST3
BEST4	BEST4
GAL3ST1	GAL3ST1
TOPAZ1	TOPAZ1
GIMD1	GIMD1
SPRY3	SPRY3
LMNTD2	LMNTD2
PROX2	PROX2
RRP7A	RRP7A
ADAMTS20	ADAMTS20
IP6K3	IP6K3
STPG2	STPG2
SH3RF3	SH3RF3
GIF	GIF
FOXI1	FOXI1
CLDN10	CLDN10
WDR88	WDR88
NOBOX	NOBOX
OSTN	OSTN
RAD9B	RAD9B
GREM1	GREM1
BTBD16	BTBD16
ANKRD24	ANKRD24
FAM19A3	FAM19A3
admp	admp
STRIP2	STRIP2
CAMK2N1	CAMK2N1
CCDC64B	CCDC64B
LRRCC1	LRRCC1
C5orf49	C5orf49
INSRR	INSRR
wbp1l	wbp1l
ITGB6	ITGB6
RP1	RP1
XYLB	XYLB
FAM213A	FAM213A
SLC30A8	SLC30A8
MEOX2	MEOX2
PIPOX	PIPOX
WFIKKN1	WFIKKN1
TMEM8C	TMEM8C
C3orf84	C3orf84
SFR1	SFR1
GAS2L2	GAS2L2
SGPP2	SGPP2
C20orf96	C20orf96
GPBAR1	GPBAR1
RNF212B	RNF212B
C2CD4C	C2CD4C
ADAMTSL2	ADAMTSL2
ODAM	ODAM
ANGPTL3	ANGPTL3
HAND2	HAND2
CRB3	CRB3
PROM2	PROM2
SHISA4	SHISA4
SLC38A8	SLC38A8
ART1	ART1
IZUMO3	IZUMO3
NIT2	NIT2
SPTBN5	SPTBN5
NRAP	NRAP
PLCXD1	PLCXD1
GRIN2C	GRIN2C
ANKK1	ANKK1
GLYATL2	GLYATL2
Ctf2	Ctf2
LRRC10B	LRRC10B
C10orf53	C10orf53
IL10	IL10
LHCGR	LHCGR
SUN3	SUN3
C6	C6
ABCA13	ABCA13
MYOG	MYOG
FAM221B	FAM221B
LYSMD3	LYSMD3
ZCWPW2	ZCWPW2
ALB	ALB
MRPL22	MRPL22
SMOC1	SMOC1
MYLK4	MYLK4
PPEF2	PPEF2
PATL1	PATL1
SPTSSA	SPTSSA
MASP2	MASP2
CLCN1	CLCN1
RIPPLY3	RIPPLY3
PROK2	PROK2
ELANE	ELANE
RBP7	RBP7
NEIL2	NEIL2
GPR141	GPR141
GRHL2	GRHL2
HLA-C	HLA-B
CYP2E1	CYP2E1
CRLF1	CRLF1
EFCAB6	EFCAB6
MPV17	MPV17
ACTRT3	ACTRT3
LRRC20	LRRC20
PLEKHG6	PLEKHG6
DMRTC2	DMRTC2
RASGRP2	RASGRP2
PTF1A	PTF1A
POU2F3	POU2F3
SLC45A2	SLC45A2
GCM2	GCM2
FUT3	FUT3
OSGIN1	OSGIN1
CCDC122	CCDC122
SERTAD1	SERTAD1
MEOX1	MEOX1
FOLR1	FOLR1
PDCD1	PDCD1
TTC22	TTC22
PSMC3IP	PSMC3IP
RDH16	RDH16
TMEM81	TMEM81
C12orf75	C12orf75
C8G	C8G
EDA2R	EDA2R
RINL	RINL
COL26A1	COL26A1
AURKA	AURKA
BSPRY	BSPRY
INCA1	INCA1
TRPM8	TRPM8
TGM7	TGM7
TGM5	TGM5
CAPN14	CAPN14
TMEM61	TMEM61
ARHGEF5	ARHGEF5
EFNA2	EFNA2
NOS2	NOS2
SPC24	SPC24
DYRK4	DYRK4
TMEM238	TMEM238
SCNN1G	SCNN1G
TSPAN12	TSPAN12
NIPA1	NIPA1
KMO	KMO
SPATA1	SPATA1
FAM71B	FAM71B
NDP	NDP
NOD2	NOD2
POLR1D	POLR1D
NUF2	NUF2
PRDM13	PRDM13
ASB14	ASB14
FAM217A	FAM217A
KCNE1	KCNE1
MALL	MALL
BLOC1S4	BLOC1S4
NDUFAF7	NDUFAF7
MS4A15	MS4A15
ZNF593	ZNF593
LSM10	LSM10
RTP4	RTP4
NOP10	NOP10
FBXL22	FBXL22
CER1	CER1
ADAM20	ADAM20
ABCG2	ABCG2
rab42	rab42
HAS1	HAS1
YAE1D1	YAE1D1
WNT1	WNT1
JADE3	JADE3
DTHD1	DTHD1
MIOX	MIOX
CACNA2D4	CACNA2D4
CCDC17	CCDC17
IL7R	IL7R
MRAP	MRAP
EBI3	EBI3
ADM2	ADM2
SCNN1B	SCNN1B
BHMG1	BHMG1
NTF3	NTF3
STXBP4	STXBP4
E2F2	E2F2
SPATA6	SPATA6
ELP6	ELP6
GFI1	GFI1
MTFR2	MTFR2
CENPE	CENPE
FKBP6	FKBP6
DBF4B	DBF4B
NKX1-2	NKX1-2
C6orf57	C6orf57
FSTL3	FSTL3
TMEM243	TMEM243
CSTA	CSTA
TNFSF11	TNFSF11
AVIL	AVIL
CUTA	CUTA
CTXN3	CTXN3
NAGPA	NAGPA
CYP2F1	CYP2F1
MSGN1	MSGN1
LDOC1L	LDOC1L
EIF3K	EIF3K
ACN9	ACN9
TDRD6	TDRD6
CREB3L4	CREB3L4
USP50	USP50
PITX1	PITX1
GSC	GSC
LSM3	LSM3
VWA2	VWA2
FAM198A	FAM198A
FOXI2	FOXI2
SLC5A12	SLC5A12
OC90	OC90
LAYN	LAYN
PAX9	PAX9
PAX1	PAX1
GTF3A	GTF3A
COX7A1	COX7A1
ZPAX	ZPAX
BTN2A1	BTN2A2
BTNL9	BTNL9
NR2E3	NR2E3
myo15b	myo15b
KCNK5	KCNK5
AWAT2	AWAT2
PET100	PET100
ABCA7	ABCA7
THSD1	THSD1
TEX12	TEX12
SYT8	SYT8
LDLRAD3	LDLRAD3
F12	F12
C8B	C8B
GLT1D1	GLT1D1
CEBPE	CEBPE
AMDHD1	AMDHD1
ANO2	ANO2
FGF8	FGF8
LSM8	lsm8
HDHD3	HDHD3
POPDC2	POPDC2
GDF2	GDF2
NPC1L1	NPC1L1
FOXA3	FOXA3
ATP5E	ATP5E
C1orf131	C1orf131
OAZ2	OAZ2
OVCH1	OVCH1
PKD2L2	PKD2L2
LRRC3C	LRRC3C
CYSRT1	CYSRT1
VGLL2	VGLL2
DNPH1	DNPH1
GPR68	GPR68
PDCD1LG2	PDCD1LG2
TEX49	TEX49
NDUFA13	NDUFA13
CMAH	CMAH
PTRH2	PTRH2
RAD51B	RAD51B
OBSL1	OBSL1
SERPINF2	SERPINF2
NKX3-2	NKX3-2
SLC7A9	SLC7A9
SPACA1	SPACA1
BBIP1	BBIP1
GCG	GCG
PIGF	PIGF
C15orf39	C15orf39
ZAN	ZAN
OCA2	OCA2
C4orf32	C4orf32
PIGX	PIGX
MRTO4	MRTO4
HAL	HAL
ACYP1	ACYP1
C2orf72	C2orf72
SMIM7	SMIM7
NPM2	NPM2
EXTL2	EXTL2
HNF1B	HNF1B
IL22RA2	IL22RA2
RNF212	RNF212
DFFB	DFFB
STRA13	STRA13
IMP3	IMP3
GOLT1A	GOLT1A
APOO	APOO
FAM216B	FAM216B
SOX6	SOX6
NAGLU	NAGLU
ANKDD1B	ANKDD1B
SMIM11	SMIM11
CA2	CA2
CA13	CA13
CDC42EP1	CDC42EP1
FRG1	FRG1
NMS	NMS
MATN1	MATN1
TSC22D4	TSC22D4
TMPRSS15	TMPRSS15
FKBP14	FKBP14
ESRP1	ESRP1
ESRP2	ESRP2
SLC10A5	SLC10A5
FER1L6	FER1L6
RERG	RERG
CELA2A	CELA2A
XIRP1	XIRP1
ABI3	ABI3
DOCK8	DOCK8
NOSIP	NOSIP
GCHFR	GCHFR
ARTN	ARTN
CCDC86	CCDC86
C1D	C1D
SMAD7	smad7
PDCD2L	PDCD2L
DAND5	DAND5
CLCA2	CLCA2
AMH	AMH
SH3GL3	SH3GL3
GNG2	GNG2
MEX3D	MEX3D
ASB17	ASB17
KLHL33	KLHL33
S100PBP	S100PBP
ZNRD1	ZNRD1
DUSP23	DUSP23
CCM2L	CCM2L
DENND3	DENND3
HNF1A	HNF1A
ARMC10	ARMC10
Calm2	Calm2
LVRN	LVRN
C12orf10	C12orf10
SLC2A11	SLC2A11
NDUFAF2	NDUFAF2
MST1	MST1
PGAM2	PGAM2
EMC9	EMC9
PLEKHH2	PLEKHH2
NR1H4	NR1H4
STYK1	STYK1
ZGLP1	Zglp1
RTL1	RTL1
C12orf65	C12orf65
NAT1	NAT1
ADAP2	ADAP2
CDCA9	CDCA9
C14orf39	C14orf39
OST4	OST4
TRDN	TRDN
PRSS12	PRSS12
ACOT7	ACOT7
ANKRD32	ANKRD32
CYP26A1	CYP26A1
ANGPTL6	ANGPTL6
PRKCQ	PRKCQ
DNAH3	DNAH3
HOXD10	HOXD10
HOXA10	HOXA10
HOXD9	HOXD9
HOXA11	HOXA11
CPLX4	CPLX4
ENO3	ENO3
SPAM1	SPAM1
NIPAL1	NIPAL1
NIPAL2	NIPAL2
NUP37	NUP37
PARPBP	PARPBP
PMCH	PMCH
CYP2R1	CYP2R1
SATB2	SATB2
C1QTNF9	C1QTNF9
GPR160	GPR160
CHRNA9	CHRNA9
SMCO1	SMCO1
SELENOK	SELENOK
CCDC77	CCDC77
DPP4	DPP4
EDA	EDA
JSRP1	JSRP1
SLC22A16	SLC22A16
CENPW	CENPW
TXLNB	TXLNB
TTR	TTR
PDE5A	PDE5A
HDHD1	HDHD1
NPHS2	NPHS2
RETN	RETN
GTF2A2	GTF2A2
PRRG1	PRRG1
NODAL	NODAL
SERPINC1	SERPINC1
FKBP11	FKBP11
RFX5	RFX5
GALNT3	GALNT3
PFDN1	PFDN1
SH2D3A	SH2D3A
SPINK2	SPINK2
B4GALT5	B4GALT5
CLDN16	CLDN16
C1orf192	CFAP126
P4HA3	P4HA3
DPM2	DPM2
GUK1	GUK1
RBM46	RBM46
FAM83F	FAM83F
BST1	BST1
DUSP26	DUSP26
GUCY2D	GUCY2D
MGMT	MGMT
ZDBF2	ZDBF2
STPG1	STPG1
BNC1	BNC1
SELENOM	SELENOM
NKX2-6	NKX2-6
NKX2-3	NKX2-3
OR13H1	OR13H1
SLC6A15	slc6a15
RHCG	RHCG
SOX17	sox17
SEMA3F	SEMA3F
GINS1	GINS1
TBX10	TBX10
CCDC141	CCDC141
CEL	CEL
CDKN1B	CDKN1B
ARL10	ARL10
LRRC75B	LRRC75B
UQCR10	UQCR10
ZMAT5	ZMAT5
RNF138	RNF138
GPRC5A	GPRC5A
INS	INS
LRRC74A	LRRC74A
RCVRN	RCVRN
OSBPL9	osbpl9
ZG16	ZG16
Olfr303	Olfr303
UCP3	UCP3
EGFLAM	EGFLAM
KCNJ1	KCNJ1
ERH	ERH
RPP21	RPP21
P2RY14	P2RY14
ASPDH	ASPDH
PRSS53	PRSS53
PARP11	PARP11
HDC	HDC
PDX1	PDX1
GSX1	GSX1
GSX2	GSX2
GLTPD2	GLTPD2
LGALS1	LGALS1
ATG16L2	ATG16L2
FAM183A	FAM183A
HOGA1	HOGA1
GLYATL3	GLYATL3
SUOX	SUOX
SLC39A5	SLC39A5
MMAA	MMAA
RAG2	RAG2
TRDC	TRDC
POLR3K	POLR3K
EPSTI1	EPSTI1
CCDC53	CCDC53
TMEM174	TMEM174
DNAJC22	DNAJC22
LPAR1	LPAR1
ITIH6	ITIH6
INO80C	INO80C
LTB4R2	LTB4R2
MAPK13	MAPK13
SMC1B	SMC1B
PDE9A	PDE9A
GTSF1	GTSF1
PADI3	PADI3
TMEM154	TMEM154
FAM72A	FAM72A
LACTB2	LACTB2
ATP5I	ATP5I
CXCL12	CXCL12
ACMSD	ACMSD
TMEM42	TMEM42
PRR15L	PRR15L
BDH2	BDH2
TMEM30B	TMEM30B
PCNX	PCNX
NDUFB9	NDUFB9
ATP5S	ATP5S
CLDN23	CLDN23
BEST2	BEST2
SIX6	SIX6
SEC61G	SEC61G
C8orf59	C8orf59
E2F5	E2F5
ALPK3	ALPK3
PIANP	PIANP
ATP6V1G3	ATP6V1G3
FIGLA	FIGLA
BMPR1A	BMPR1A
RPAIN	RPAIN
FAM96B	FAM96B
EDN1	EDN1
RIIAD1	RIIAD1
PANX3	PANX3
CCL25	CCL25
FGD5	FGD5
TCTEX1D4	TCTEX1D4
TIMM22	TIMM22
PPIL6	PPIL6
UBE2C	UBE2C
HNF4A	HNF4A
FES	FES
SIM2	SIM2
SIM1	SIM1
CMSS1	CMSS1
HSD11B2	HSD11B2
STK11IP	STK11IP
EREG	EREG
VRTN	VRTN
BOLA1	BOLA1
ARL16	ARL16
TNFSF15	TNFSF15
FIGNL2	FIGNL2
UCK2	UCK2
TMEM244	TMEM244
Ggnbp1	Ggnbp1
FAM102A	FAM102A
DCBLD1	DCBLD1
CMTM4	CMTM4
SP6	SP6
APOD	APOD
IYD	IYD
CSF3R	CSF3R
IFT27	IFT27
RHBDL2	RHBDL2
PCGF1	PCGF1
LMOD2	LMOD2
AHDC1	AHDC1
MRC1	MRC1
SH2D4B	SH2D4B
C1QTNF6	C1QTNF6
UPP2	UPP2
BNIPL	BNIPL
MILR1	MILR1
SERPING1	SERPING1
LYRM1	LYRM1
BRICD5	BRICD5
ARNTL2	ARNTL2
GLP1R	GLP1R
TM6SF2	TM6SF2
SPP2	SPP2
PAX7	PAX7
UNCX	UNCX
ITGA10	ITGA10
C14orf80	C14orf80
HIGD2A	HIGD2A
mbd1	mbd1
MBD1	MBD1
WASF2	WASF2
MCM10	MCM10
TMEM14A	TMEM14A
SRR	SRR
RXFP3	RXFP3
POLR2K	POLR2K
IRAK1BP1	IRAK1BP1
KRTCAP2	KRTCAP2
MRPS12	MRPS12
ASB2	ASB2
TTLL10	TTLL10
ZBTB18	ZBTB18
EXD1	EXD1
HOXC10	HOXC10
HOXC9	HOXC9
GPATCH3	GPATCH3
SUV39H2	SUV39H2
KISS1	KISS1
CLIC6	CLIC6
KAZALD1	KAZALD1
MLXIPL	MLXIPL
ADCY9	ADCY9
NUDT1	NUDT1
DYNLT1	DYNLT1
MSS51	MSS51
CKM	CKM
CLDN3	CLDN3
COA6	COA6
DNALI1	DNALI1
KBTBD12	KBTBD12
PXDC1	PXDC1
BTBD19	BTBD19
HRH1	HRH1
SMC2	SMC2
BARX1	BARX1
WNT8A	WNT8A
HORMAD1	HORMAD1
FOPNL	FOPNL
LRRC39	LRRC39
PPARG	PPARG
COL19A1	COL19A1
MBD4	MBD4
CMC2	CMC2
asxl2	ASXL2
MUC1	MUC1
ATP1B2	ATP1B2
CPN1	CPN1
BNC2	BNC2
TKTL1	TKTL1
SH3BGRL3	SH3BGRL3
ACSL5	ACSL5
TTC23L	TTC23L
C2orf71	C2orf71
LYVE1	LYVE1
PLB1	PLB1
SPDYA	SPDYA
TWIST3	TWIST3
F8	F8
TUSC5	TUSC5
HSPBAP1	HSPBAP1
SP1	SP1
GREM2	GREM2
KRT79	KRT79
IGSF6	IGSF6
OTUB2	OTUB2
YIF1B	YIF1B
CYP26B1	CYP26B1
PRDM14	PRDM14
MLIP	MLIP
MTL5	MTL5
DFNB59	DFNB59
TMEM207	TMEM207
NOP16	NOP16
CARD10	CARD10
MAP3K11	MAP3K11
C17orf64	C17orf64
RHNO1	RHNO1
ALG10	ALG10
NT5C	NT5C
PPP1R27	PPP1R27
RHBDD1	RHBDD1
UCHL3	UCHL3
RRS1	RRS1
TRAF5	TRAF5
FETUB	FETUB
MTHFS	MTHFS
STX19	STX19
RPL22L1	RPL22L1
SH3TC1	SH3TC1
TRIAP1	TRIAP1
HOXA13	HOXA13
IMMP1L	IMMP1L
COX2	COX2
MAMDC4	MAMDC4
TBXA2R	TBXA2R
RPLP1	rplp1
GMPR	GMPR
SH2D4A	SH2D4A
SLC51B	SLC51B
CPSF4L	CPSF4L
CALHM3	CALHM3
SLC2A6	SLC2A6
CRYBA4	CRYBA4
PIDD1	PIDD1
DNAH11	DNAH11
CDH26	CDH26
CTSW	CTSW
SLC35F2	SLC35F2
GBX2	GBX2
FREM1	FREM1
GIP	GIP
FOXO6	FOXO6
ZNF804A	ZNF804A
PKIG	PKIG
RAPGEF4	RAPGEF4
SPNS3	SPNS3
FGF19	FGF19
UBL5	UBL5
FOLH1	FOLH1
CELA3B	CELA3B
CYTB	CYTB
TIMM9	TIMM9
C17orf89	C17orf89
THYN1	THYN1
HFM1	HFM1
CDHR5	CDHR5
GJC2	GJC2
PACRGL	PACRGL
TRAF3	TRAF3
ADCY10	ADCY10
SPO11	SPO11
FRAS1	FRAS1
KLHL41	KLHL41
FICD	FICD
SIX2	SIX2
WDSUB1	WDSUB1
F7	F7
ASB10	ASB10
LPP	LPP
KIAA0141	KIAA0141
RPL14	RPL14
ANKRD31	ANKRD31
SS18L2	SS18L2
METTL23	METTL23
OLFML1	OLFML1
KDR	KDR
CD160	CD160
HMCN1	HMCN1
ARHGEF38	ARHGEF38
RAPSN	RAPSN
OR51E2	OR51E2
CLCNKA	CLCNKA
OR11H7	OR11H7
LRRC55	LRRC55
FGFBP2	FGFBP2
ELF5	ELF5
