turtle	eggnog
KRR1	KRR1
CAPS2	CAPS2
KCNC2	KCNC2
KNOP1	C16ORF88
IQCK	IQCK
GPRC5B	GPRC5B
GPR139	GPR139
PDILT	PDILT
THUMPD1	THUMPD1
ACSM3	ACSM3
ERI2	ERI2
DCUN1D3	DCUN1D3
LYRM1	LYRM1
DNAH3	DNAH3
TMEM159	TMEM159
ANKS4B	ANKS4B
CRYM	CRYM
PDZD9	PDZD9
VWA3A	VWA3A
EEF2K	EEF2K
POLR3E	POLR3E
CDR2	CDR2
METTL9	METTL9
IGSF6	IGSF6
OTOA	OTOA
KDELR2	KDELR2
DAGLB	DAGLB
RAC1	RAC1
FAM220A	FAM220A
CYTH3	CYTH3
USP42	USP42
EIF2AK1	EIF2AK1
AIMP2	AIMP2
RSPH10B	RSPH10B2
CCZ1	CCZ1
LMTK2	LMTK2
BHLHA15	BHLHA15
TECPR1	TECPR1
BRI3	BRI3
BAIAP2L1	BAIAP2L1
NPTX2	NPTX2
TMEM130	TMEM130
TRRAP	TRRAP
FAM20C	FAM20C
PDGFA	PDGFA
PRKAR1B	PRKAR1B
HEATR2	HEATR2
SUN1	SUN1
GET4	GET4
ADAP1	ADAP1
GPR146	GPR146
GPER1	GPER
ZFAND2A	ZFAND2A
UNCX	UNCX
MICALL2	MICALL2
INTS1	INTS1
MAFK	MAFK
TMEM184A	TMEM184A
PSMG3	PSMG3
ELFN1	ELFN1
MAD1L1	MAD1L1
FTSJ2	FTSJ2
NUDT1	NUDT1
SNX8	SNX8
EIF3B	EIF3B
CHST12	CHST12
LFNG	LFNG
TTYH3	TTYH3
IQCE	IQCE
BRAT1	BRAT1
AMZ1	AMZ1
GNA12	GNA12
CARD11	CARD11
SDK1	SDK1
FOXK1	FOXK1
AP5Z1	AP5Z1
RADIL	RADIL
MMD2	MMD2
WIPI2	WIPI2
SLC29A4	SLC29A4
TNRC18	TNRC18
FBXL18	FBXL18
FSCN1	FSCN1
RNF216	RNF216
SMURF1	SMURF1
KPNA7	KPNA7
ARPC1A	ARPC1A
ARPC1B	ARPC1B
PDAP1	PDAP1
BUD31	BUD31
PTCD1	PTCD1
CPSF4	CPSF4
ATP5J2	ATP5J2
MAP2K3	MAP2K3
TMEM11	TMEM11
DHRS7B	DHRS7B
USP22	USP22
TNFRSF13B	TNFRSF13B
MPRIP	MPRIP
PLD6	PLD6
FLCN	FLCN
COPS3	COPS3
NT5M	NT5M
MED9	MED9
RASD1	RASD1
PEMT	PEMT
RAI1	RAI1
SREBF1	SREBF1
TOM1L2	TOM1L2
LRRC48	LRRC48
ATPAF2	ATPAF2
GID4	GID4
DRG2	DRG2
MYO15A	MYO15A
ALKBH5	ALKBH5
FLII	FLII
MIEF2	SMCR7
TOP3A	TOP3A
SMCR8	SMCR8
SHMT1	SHMT1
PRPSAP2	PRPSAP2
SLC5A10	SLC5A10
FAM83G	FAM83G
GRAP	GRAP
EPN2	EPN2
B9D1	B9D1
CACNA1H	CACNA1H
CD81	CD81
TEKT4	TEKT4
SSTR5	SSTR5
SOX8	SOX8
LMF1	LMF1
GNG13	GNG13
CHTF18	CHTF18
RPUSD1	RPUSD1
NARFL	NARFL
FAHD1	FAHD1
MEIOB	MEIOB
MSRB1	MSRB1
RPL3L	RPL3L
NDUFB10	NDUFB10
RPS2	RPS2
TBL3	TBL3
NOXO1	NOXO1
GFER	GFER
SYNGR3	SYNGR3
ZNF598	ZNF598
NPW	NPW
SLC9A3R2	SLC9A3R2
NTHL1	NTHL1
TSC2	TSC2
PKD1	PKD1
RAB26	RAB26
TRAF7	TRAF7
CASKIN1	CASKIN1
MLST8	MLST8
PGP	PGP
ZDHHC4	ZDHHC4
GRID2IP	GRID2IP
SLC5A11	SLC5A11
ARHGAP17	ARHGAP17
LCMT1	LCMT1
AQP8	AQP8
PRKCB	PRKCB
CACNG3	CACNG3
RBBP6	RBBP6
TNRC6A	TNRC6A
NDUFAB1	NDUFAB1
PALB2	PALB2
DCTN5	DCTN5
PLK1	PLK1
ERN2	ERN2
UBFD1	UBFD1
EARS2	EARS2
GGA2	GGA2
COG7	COG7
SCNN1B	SCNN1B
SCNN1G	SCNN1G
USP31	USP31
HS3ST4	HS3ST4
KDM8	KDM8
NSMCE1	NSMCE1
IL4R	IL4R
IL21R	IL21R
PDPK1	PDPK1
KCTD5	KCTD5
UBE2I	UBE2I
TSR3	TSR3
GNPTG	GNPTG
UNKL	UNKL
EPHA7	EPHA7
MANEA	MANEA
FUT9	FUT9
UFL1	UFL1
FHL5	FHL5
GPR63	GPR63
NDUFAF4	NDUFAF4
KLHL32	KLHL32
MMS22L	MMS22L
POU3F2	POU3F2
FBXL4	FBXL4
FAXC	FAXC
COQ3	COQ3
PNISR	PNISR
USP45	USP45
PPP1R7	PPP1R7
PASK	PASK
TSTD3	TSTD1
CCNC	CCNC
PRDM13	PRDM13
MCHR2	MCHR2
SIM1	SIM1
ASCC3	ASCC3
GRIK2	GRIK2
HACE1	HACE1
LIN28B	LIN28B
PREP	PREP
PRDM1	PRDM1
ATG5	ATG5
RTN4IP1	RTN4IP1
QRSL1	QRSL1
BEND3	BEND3
PDSS2	PDSS2
SOBP	SOBP
SCML4	SCML4
SEC63	SEC63
OSTM1	OSTM1
NR2E1	NR2E1
SNX3	SNX3
LACE1	LACE1
FOXO3	FOXO3
ARMC2	ARMC2
SESN1	SESN1
CEP57L1	CEP57L1
PPIL6	PPIL6
AK9	AKD1
FIG4	FIG4
GPR6	GPR6
WASF1	WASF1
CDC40	CDC40
METTL24	METTL24
DDO	DDO
SLC22A16	SLC22A16
CDK19	CDK19
AMD1	AMD1
GTF3C6	GTF3C6
RPF2	RPF2
SLC16A10	SLC16A10
KIAA1919	KIAA1919
REV3L	REV3L
TRAF3IP2	TRAF3IP2
WISP3	WISP3
TUBE1	TUBE1
LAMA4	LAMA4
MARCKS	MARCKS
HDAC2	HDAC2
NCEH1	NCEH1
TNFSF10	TNFSF10
GHSR	GHSR
FNDC3B	FNDC3B
TMEM212	TMEM212
PLD1	PLD1
TNIK	TNIK
SLC2A2	SLC2A2
EIF5A2	EIF5A2
RPL22L1	RPL22L1
SLC7A14	SLC7A14
CLDN11	CLDN11
SKIL	SKIL
PRKCI	PRKCI
PHC3	PHC3
GPR160	GPR160
SEC62	SEC62
SAMD7	SAMD7
LRRC31	LRRC31
LRRIQ4	LRRIQ4
LRRC34	LRRC34
MECOM	MECOM
GOLIM4	GOLIM4
SERPINI1	SERPINI1
PDCD10	PDCD10
WDR49	WDR49
SERPINI2	SERPINI2
ZBBX	ZBBX
BCHE	BCHE
SLITRK3	SLITRK3
SPTSSB	SPTSSB
NMD3	NMD3
RPS29	RPS29
PPM1L	PPM1L
B3GALNT1	B3GALNT1
ARL14	ARL14
KPNA4	KPNA4
TRIM59	TRIM59
SMC4	SMC4
IFT80	IFT80
IL12A	IL12A
MFSD1	MFSD1
RARRES1	RARRES1
GFM1	GFM1
LXN	LXN
MLF1	MLF1
RSRC1	RSRC1
SHOX2	SHOX2
VEPH1	VEPH1
PTX3	PTX3
CCNL1	CCNL1
LEKR1	LEKR1
TIPARP	TIPARP
SSR3	SSR3
KCNAB1	KCNAB1
GMPS	GMPS
SLC33A1	SLC33A1
PLCH1	PLCH1
MME	MME
GPR149	GPR149
DHX36	DHX36
ARHGEF26	ARHGEF26
RAP2B	RAP2B
P2RY1	P2RY1
MBNL1	MBNL1
SUCNR1	SUCNR1
IGSF10	IGSF10
MED12L	MED12L
P2RY12	P2RY12
P2RY13	P2RY13
GPR87	GPR87
P2RY14	P2RY14
GPR171	GPR171
CLRN1	CLRN1
SIAH2	SIAH2
ERICH6	FAM194A
OPLAH	OPLAH
EXOSC4	EXOSC4
GPAA1	GPAA1
SHARPIN	SHARPIN
MAF1	MAF1
FAM203A	FAM203B
MROH1	HEATR7A
BOP1	BOP1
SCXB	SCXA
HSF1	HSF1
DGAT1	DGAT1
TMEM249	TMEM249
FBXL6	FBXL6
SLC52A2	SLC52A2
ADCK5	ADCK5
CPSF1	CPSF1
SLC39A4	SLC39A4
VPS28	VPS28
TONSL	TONSL
CYHR1	CYHR1
KIFC2	KIFC2
FOXH1	FOXH1
PPP1R16A	PPP1R16A
GPT	GPT
MFSD3	MFSD3
RECQL4	RECQL4
LRRC14	LRRC14
LRRC24	LRRC24
ARHGAP39	ARHGAP39
TSTA3	TSTA3
PYCRL	PYCRL
TIGD5	TIGD5
EEF1D	EEF1D
NAPRT1	NAPRT1
MROH6	C8ORF73
ZC3H3	ZC3H3
MAFA	MAFA
RHPN1	RHPN1
TOP1MT	TOP1MT
THEM6	THEM6
ARC	ARC
BAI1	BAI1
TSNARE1	TSNARE1
PTP4A3	PTP4A3
GPR20	GPR20
SLC45A4	SLC45A4
DENND3	DENND3
PTK2	PTK2
RPLP1	RPLP1
AGO2	EIF2C2
TRAPPC9	TRAPPC9
KCNK9	KCNK9
FAM135B	FAM135B
KHDRBS3	KHDRBS3
ZFAT	ZFAT
ST3GAL1	ST3GAL1
NDRG1	NDRG1
WISP1	WISP1
TG	TG
SLA	SLA
PHF20L1	PHF20L1
TMEM71	TMEM71
KCNQ3	KCNQ3
HHLA1	HHLA1
OC90	OC90
EFR3A	EFR3A
ADCY8	ADCY8
ASAP1	ASAP1
FAM49B	FAM49B
MYC	MYC
FAM84B	FAM84B
TRIB1	TRIB1
NSMCE2	NSMCE2
KIAA0196	KIAA0196
SQLE	SQLE
MTSS1	MTSS1
NDUFB9	NDUFB9
TATDN1	TATDN1
RNF139	RNF139
TMEM65	TMEM65
FER1L6	FER1L6
FAM91A1	FAM91A1
ANXA13	ANXA13
KLHL38	KLHL38
FBXO32	FBXO32
WDYHV1	WDYHV1
ATAD2	ATAD2
ZHX1	ZHX1
FAM83A	FAM83A
TBC1D31	WDR67
DERL1	DERL1
ZHX2	ZHX2
HAS2	HAS2
SOX6	SOX6
INSC	INSC
PDE3B	PDE3B
DSCR3	DSCR3
TTC3	TTC3
PIGP	PIGP
RIPPLY3	DSCR6
HLCS	HLCS
SIM2	SIM2
CLDN14	CLDN14
CHAF1B	CHAF1B
MORC3	MORC3
DOPEY2	DOPEY2
CBR1	CBR1
SETD4	SETD4
RUNX1	RUNX1
RCAN1	RCAN1
KCNE1	KCNE1
SMIM11	FAM165B
KCNE2	KCNE2
MRPS6	MRPS6
SLC5A3	SLC5A3
ATP5O	ATP5O
ITSN1	ITSN1
CRYZL1	CRYZL1
DONSON	DONSON
SON	SON
GART	GART
DNAJC28	DNAJC28
TMEM50B	TMEM50B
IFNGR2	IFNGR2
IFNAR1	IFNAR1
IL10RB	IL10RB
IFNAR2	IFNAR2
OLIG1	OLIG1
OLIG2	OLIG2
PAXBP1	GCFC1
SYNJ1	SYNJ1
EVA1C	EVA1C
URB1	URB1
MRAP	MRAP
MIS18A	MIS18A
HUNK	HUNK
SCAF4	SCAF4
SOD1	SOD1
TIAM1	TIAM1
BACH1	BACH1
MAP3K7CL	C21ORF7
CCT8	CCT8
USP16	USP16
RWDD2B	RWDD2B
LTN1	LTN1
N6AMT1	N6AMT1
SLCO5A1	SLCO5A1
PRDM14	PRDM14
NCOA2	NCOA2
TRAM1	TRAM1
EYA1	EYA1
MSC	MSC
TRPA1	TRPA1
KCNB2	KCNB2
TERF1	TERF1
SBSPON	SBSPON
RPL7	RPL7
RDH10	RDH10
STAU2	STAU2
UBE2W	UBE2W
TCEB1	TCEB1
TMEM70	TMEM70
LY96	LY96
JPH1	JPH1
GDAP1	GDAP1
PI15	PI15
CRISPLD1	CRISPLD1
HNF4G	HNF4G
PEX2	PEX2
PKIA	PKIA
ZC2HC1A	ZC2HC1A
IL7	IL7
STMN2	STMN2
HEY1	HEY1
MRPS28	MRPS28
TPD52	TPD52
ZBTB10	ZBTB10
ZNF704	ZNF704
PAG1	PAG1
IMPA1	IMPA1
ZFAND1	ZFAND1
CHMP4C	CHMP4C
SNX16	SNX16
RALYL	RALYL
STMND1	FLJ23152
RBM24	RBM24
CAP2	CAP2
FAM8A1	FAM8A1
NUP153	NUP153
PAK1IP1	PAK1IP1
GFOD1	GFOD1
TBC1D7	TBC1D7
PHACTR1	PHACTR1
EDN1	EDN1
HIVEP1	HIVEP1
ADTRP	ADTRP
TMEM170B	TMEM170B
NEDD9	NEDD9
ELOVL2	ELOVL2
SYCP2L	SYCP2L
GCM2	GCM2
MAK	MAK
OFCC1	OFCC1
SLC35B3	SLC35B3
EEF1E1	EEF1E1
BLOC1S5	BLOC1S5
TXNDC5	TXNDC5
BMP6	BMP6
DSP	DSP
RIOK1	RIOK1
CAGE1	CAGE1
SSR1	SSR1
RREB1	RREB1
LY86	LY86
F13A1	F13A1
NRN1	NRN1
FARS2	FARS2
LYRM4	LYRM4
PPP1R3G	PPP1R3G
RPP40	RPP40
CDYL	CDYL
ECI2	ECI2
FAM217A	FAM217A
PRPF4B	PRPF4B
PXDC1	PXDC1
SLC22A23	SLC22A23
PSMG4	PSMG4
BPHL	BPHL
RIPK1	RIPK1
DUSP22	DUSP22
IRF4	IRF4
EXOC2	EXOC2
FOXQ1	FOXQ1
FOXF2	FOXF2
FOXC1	FOXC1
GMDS	GMDS
MYLK4	MYLK4
WRNIP1	WRNIP1
ATP8B4	ATP8B4
SPATA5L1	SPATA5L1
SLC30A4	SLC30A4
BLOC1S6	BLOC1S6
SQRDL	SQRDL
SPPL2A	SPPL2A
TRPM7	TRPM7
USP50	USP50
USP8	USP8
HDC	HDC
SLC27A2	SLC27A2
GATM	GATM
FSD2	FSD2
WHAMM	WHAMM
HOMER2	HOMER2
FAM103A1	FAM103A1
BTBD1	BTBD1
TM6SF1	TM6SF1
BNC1	BNC1
SH3GL3	SH3GL3
ADAMTSL3	ADAMTSL3
FAM154B	FAM154B
EFTUD1	EFTUD1
RHCG	RHCG
POLG	POLG
FANCI	FANCI
RLBP1	RLBP1
ABHD2	ABHD2
MFGE8	MFGE8
HAPLN3	HAPLN3
ACAN	ACAN
ISG20	ISG20
AEN	AEN
DET1	DET1
MRPS11	MRPS11
MRPL46	MRPL46
NTRK3	NTRK3
AGBL1	AGBL1
KLHL25	KLHL25
AKAP13	AKAP13
SV2B	SV2B
SLCO3A1	SLCO3A1
ST8SIA2	ST8SIA2
FAM174B	FAM174B
CHD2	CHD2
RGMA	RGMA
MCTP2	MCTP2
NR2F2	NR2F2
ARRDC4	ARRDC4
FAM169B	FAM169B
PGPEP1L	PGPEP1L
IGF1R	IGF1R
SYNM	SYNM
TTC23	TTC23
LRRC28	LRRC28
MEF2A	MEF2A
LYSMD4	LYSMD4
ADAMTS17	ADAMTS17
CERS3	CERS3
LINS	LINS
ASB7	ASB7
ALDH1A3	ALDH1A3
LRRK1	LRRK1
CHSY1	CHSY1
VIMP	VIMP
SNRPA1	SNRPA1
PCSK6	PCSK6
PLEKHO2	PLEKHO2
ANKDD1A	ANKDD1A
SPG21	SPG21
CLPX	CLPX
PDCD7	PDCD7
UBAP1L	UBAP1L
KBTBD13	KBTBD13
RASL12	RASL12
RBBP8	RBBP8
CABLES1	CABLES1
FAM120A	FAM120A
PHF2	PHF2
BARX1	BARX1
PTPDC1	PTPDC1
FBXW12	FBXW12
WNT7A	WNT7A
FBLN2	FBLN2
HDAC11	HDAC11
NUP210	NUP210
IQSEC1	IQSEC1
CEP162	KIAA1009
TBX18	TBX18
NT5E	NT5E
SNX14	SNX14
SYNCRIP	SYNCRIP
ZNF292	ZNF292
GJB7	GJB7
SMIM8	C6ORF162
SLC35A1	SLC35A1
RARS2	RARS2
ORC3	ORC3
AKIRIN2	AKIRIN2
SPACA1	SPACA1
CNR1	CNR1
RNGTT	RNGTT
PNRC1	PNRC1
PM20D2	PM20D2
GABRR1	GABRR1
GABRR2	GABRR2
UBE2J1	UBE2J1
RRAGD	RRAGD
ANKRD6	ANKRD6
LYRM2	LYRM2
MDN1	MDN1
CASP8AP2	CASP8AP2
GJA10	GJA10
BACH2	BACH2
MAP3K7	MAP3K7
BUD13	BUD13
ZPR1	ZNF259
APOA5	APOA5
APOA4	APOA4
APOC3	APOC3
APOA1	APOA1
SIK3	SIK3
PAFAH1B2	PAFAH1B2
SIDT2	SIDT2
TAGLN	TAGLN
PCSK7	PCSK7
RNF214	RNF214
BACE1	BACE1
CEP164	CEP164
DSCAML1	DSCAML1
FXYD2	FXYD2
TMPRSS13	TMPRSS13
IL10RA	IL10RA
TMPRSS4	TMPRSS4
SCN4B	SCN4B
SCN2B	SCN2B
AMICA1	AMICA1
MPZL3	MPZL3
MPZL2	MPZL2
CD3E	CD3E
UBE4A	UBE4A
ATP5L	ATP5L
KMT2A	MLL
TTC36	TTC36
TMEM25	TMEM25
IFT46	IFT46
ARCN1	ARCN1
PHLDB1	PHLDB1
TREH	TREH
DDX6	DDX6
CXCR5	CXCR5
BCL9L	BCL9L
FOXR1	FOXR1
CCDC84	CCDC84
RPS25	RPS25
TRAPPC4	TRAPPC4
SLC37A4	SLC37A4
HYOU1	HYOU1
VPS11	VPS11
DPAGT1	DPAGT1
C2CD2L	C2CD2L
CCSER1	FAM190A
MMRN1	MMRN1
SNCA	SNCA
GPRIN3	GPRIN3
FAM13A	FAM13A
HERC3	HERC3
HERC6	HERC6
PYURF	PYURF
PIGY	PIGY
PPM1K	PPM1K
ABCG2	ABCG2
PKD2	PKD2
SPP1	SPP1
IBSP	IBSP
DMP1	DSPP
SPARCL1	SPARCL1
NUDT9	NUDT9
KLHL8	KLHL8
AFF1	AFF1
PTPN13	PTPN13
MAPK10	MAPK10
ARHGAP24	ARHGAP24
WDFY3	WDFY3
CDS1	CDS1
NKX6-1	NKX6-1
AGPAT9	AGPAT9
FAM175A	FAM175A
MRPS18C	MRPS18C
HELQ	HELQ
HPSE	HPSE
COQ2	COQ2
PLAC8	PLAC8
COPS4	COPS4
LIN54	LIN54
THAP9	THAP9
SEC31A	SEC31A
SCD5	SCD5
TMEM150C	TMEM150C
ENOPH1	ENOPH1
HNRNPDL	HNRPDL
RASGEF1B	RASGEF1B
PRKG2	PRKG2
BMP3	BMP3
FGF5	FGF5
PRDM8	PRDM8
ANTXR2	ANTXR2
MASP1	MASP1
PDCD1	PDCD1
TCTEX1D2	TCTEX1D2
PCYT1A	PCYT1A
SLC51A	SLC51A
FLRT2	FLRT2
GALC	GALC
KCNK10	KCNK10
SPATA7	SPATA7
PTPN21	PTPN21
ZC3H14	ZC3H14
EML5	EML5
TTC8	TTC8
FOXN3	FOXN3
EFCAB11	EFCAB11
TDP1	TDP1
KCNK13	KCNK13
NRDE2	NRDE2
TTC7B	TTC7B
RPS6KA5	RPS6KA5
GPR68	GPR68
CCDC88C	CCDC88C
SMEK1	SMEK1
CATSPERB	CATSPERB
TC2N	TC2N
FBLN5	FBLN5
TRIP11	TRIP11
ATXN3	ATXN3
CPSF2	CPSF2
SLC24A4	SLC24A4
RIN3	RIN3
LGMN	LGMN
GOLGA5	GOLGA5
CHGA	CHGA
ITPK1	ITPK1
UBR7	UBR7
BTBD7	BTBD7
UNC79	UNC79
PRIMA1	PRIMA1
FAM181A	FAM181A
ASB2	ASB2
DDX24	DDX24
PPP4R4	PPP4R4
GSC	GSC
DICER1	DICER1
CLMN	CLMN
SYNE3	SYNE3
GLRX5	GLRX5
NFKBIA	NFKBIA
INSM2	INSM2
RALGAPA1	RALGAPA1
BRMS1L	BRMS1L
SYT4	SYT4
RIT2	RIT2
PTBP2	PTBP2
RWDD3	RWDD3
ALG14	ALG14
CNN3	CNN3
SLC44A3	SLC44A3
F3	F3
ABCD3	ABCD3
ARHGAP29	ARHGAP29
ABCA4	ABCA4
GCLM	GCLM
DNTTIP2	DNTTIP2
BCAR3	BCAR3
FNBP1L	FNBP1L
DR1	DR1
CCDC18	CCDC18
TMED5	TMED5
MTF2	MTF2
PROC	PROC
IWS1	IWS1
MYO7B	MYO7B
LIMS2	LIMS2
GPR17	GPR17
SFT2D3	SFT2D3
WDR33	WDR33
POLR2D	POLR2D
AMMECR1L	AMMECR1L
SAP130	SAP130
UGGT1	UGGT1
HS6ST1	HS6ST1
PLEKHB2	PLEKHB2
FAM168B	FAM168B
AMER3	FAM123C
GPR148	GPR148
KLHL6	KLHL6
KLHL24	KLHL24
YEATS2	YEATS2
MAP6D1	MAP6D1
PARL	PARL
DUSP28	DUSP28
ANKMY1	ANKMY1
GPC1	GPC1
OTOS	OTOS
ST6GAL1	ST6GAL1
ITM2C	ITM2C
CAB39	CAB39
PER2	PER2
PIK3CB	PIK3CB
FOXL2	FOXL2
MRPS22	MRPS22
COPB2	COPB2
RBP1	RBP1
NMNAT3	NMNAT3
CLSTN2	CLSTN2
TRIM42	TRIM42
SPSB4	SPSB4
SLC25A36	SLC25A36
PXYLP1	ACPL2
EPHA4	EPHA4
PAX3	PAX3
SGPP2	SGPP2
FARSB	FARSB
MOGAT1	MOGAT1
ACSL3	ACSL3
KCNE4	KCNE4
SCG2	SCG2
AP1S3	AP1S3
WDFY1	WDFY1
SERPINE2	SERPINE2
CUL3	CUL3
DOCK10	DOCK10
NYAP2	NYAP2
IRS1	IRS1
RHBDD1	RHBDD1
COL4A3	COL4A3
MRPL44	MRPL44
AGFG1	AGFG1
SLC19A3	SLC19A3
CCL20	CCL20
DAW1	WDR69
SPHKAP	SPHKAP
PID1	PID1
DNER	DNER
TRIP12	TRIP12
FBXO36	FBXO36
SLC16A14	SLC16A14
ZBTB38	ZBTB38
RASA2	RASA2
STX16	STX16
APCDD1L	APCDD1L
VAPB	VAPB
RAB22A	RAB22A
PMEPA1	PMEPA1
ZBP1	ZBP1
PCK1	PCK1
RBM38	RBM38
RAE1	RAE1
SPO11	SPO11
BMP7	BMP7
CCDC85C	CCDC85C
CCNK	CCNK
SETD3	SETD3
BCL11B	BCL11B
BDKRB2	BDKRB2
ATG2B	ATG2B
GSKIP	GSKIP
AK7	AK7
PAPOLA	PAPOLA
VRK1	VRK1
AKAP3	AKAP3
NDUFA9	NDUFA9
GALNT8	GALNT8
KCNA6	KCNA6
KCNA1	KCNA1
KCNA5	KCNA5
ND1	ND1
ND2	ND2
COX1	COX1
COX2	COX2
ATP8	ATP8
ATP6	ATP6
COX3	COX3
ND3	ND3
ND4L	ND4L
ND4	ND4
ND5	ND5
ND6	ND6
CYTB	CYTB
LOC101954139	COA4
LOC101953732	GALNT4
LOC101946936	HSD3B1
LOC101932437	TAF13
LOC103307511	TMEM30C
LOC101940241	FAM172B
LOC101952624	TRAT1
LOC101932205	CD80
LOC101947983	RANBP2
LOC101949876	SULT1C3
LOC101938428	WDR95
LOC101952724	CCDC169
LOC101941963	TPTE2
LOC101931785	PCDH8
LOC101934209	GJB2
LOC101934931	CYP51A1
LOC101943333	ABCB4
LOC101947485	CYCS
LOC101938036	CCR5
LOC101936927	SBK2
LOC101941707	RNF133
LOC101942498	HYAL6
LOC101942774	HYAL4
LOC101952018	SELO
LOC101950370	SGK3
LOC101932491	CYP7B1
LOC101938619	CST3
LOC101935825	SULT6B1
LOC101941680	CYP1B1
LOC101949287	LEFTY2
LOC101950714	NEPN
LOC101933999	VNN2
LOC101932537	VNN3
LOC101944223	SASH1
LOC103307452	FCN2
LOC101932269	OR4S2
LOC101953459	TCN1
LOC101930856	MS4A15
LOC101946450	HTR5B
LOC101950653	ALG10
LOC101952970	MUM1
LOC101945574	DLC1
LOC101952590	ZNF436
LOC101953438	SLCO1A2
LOC101954012	GM766
LOC101950311	CYB5R3
LOC101936184	PNPLA3
LOC101942646	CBWD1
LOC101930928	PDCD1LG2
LOC101939495	LAT2
LOC101943884	CYB5D2
LOC101941427	UPK3BL
LOC101946141	GBA3
LOC101948044	AQP7
LOC101948784	AQP3
LOC101949584	IFNK
LOC101931070	H2AFY
LOC101934340	NPY6R
LOC101937461	NPY7R
LOC101933334	SLC36A1
LOC103305962	GM5127
LOC101938418	GM6377
LOC101936558	BC026585
LOC101933314	NMRAL1
LOC101939632	ZNF420
LOC101943107	COL24A1
LOC101943386	CLCA2
LOC101934806	WLS
LOC101946508	AQPEP
LOC101952695	CCDC163P
LOC101934720	SLC28A2
LOC101950099	CYP11A1
LOC101949166	CYP20A1
LOC103305994	MT4
LOC101934489	DPEP2
LOC101938809	ABCC12
LOC101939342	DASRAA
LOC101937707	UQCRFS1
LOC101948468	TDRD12
LOC101943774	EIF2C3
LOC101946412	EIF2C1
LOC101949931	ZMYM4
LOC101945120	GJB5
LOC101954160	SH2D3A
LOC101931865	HES5
LOC101938380	C1ORF196
LOC101950687	SS2
LOC101936619	SLC2A5
LOC101940108	C1ORF170
LOC101942460	TNFRSF18
LOC101953900	TAS1R3
LOC101947677	ATAD3A
LOC101951327	CDK11A
LOC101951875	SLC35E2
LOC101937633	NBL1
LOC101932432	PLA2G2D
LOC101939357	DDX19B
LOC101950826	COA5
LOC101939399	MOAP1
LOC101941613	RGN
LOC101940776	HERC2
LOC101949790	ARSD
LOC101951641	CD99
LOC101950851	COX7C
LOC103306052	SMN1
LOC101940610	SERF1A
LOC101940798	ANKRD31
LOC101940866	COX11
LOC101945882	C17ORF67
LOC101952274	C17ORF75
LOC101946353	FAM187A
LOC101946892	C17ORF104
LOC101946256	C17ORF58
LOC101950163	ABCA10
LOC101934552	ABCA5
LOC101939484	C17ORF70
LOC101954128	THA1
LOC101942848	MNR2
LOC101943409	CYP27A1
LOC101950145	BCS1L
LOC101954115	CXCR2
LOC101935484	CYP27C1
LOC101933996	PCDP1
LOC101936481	C2ORF76
LOC101938488	TBC1D3B
LOC101938419	C1ORF87
LOC101936303	SELRC1
LOC101940149	C1ORF123
LOC101945056	CYB5RL
LOC101943617	C1ORF177
LOC101947995	RAB3B
LOC101933486	UQCRC1
LOC101935791	H1FX
LOC101953876	C3ORF20
LOC101933945	CAND2
LOC101946646	SETMAR
LOC101942639	P2RY11
LOC101947217	C20ORF24
LOC101935982	C14ORF79
LOC101930791	C14ORF39
LOC101931924	LRRC9
LOC101943930	RNF151
LOC101948480	C8ORF37
LOC101949041	UQCRB
LOC101939637	COX6C
LOC103305691	RPS27
LOC101951452	CLDN24
LOC101953751	C4ORF47
LOC101931211	C9ORF41
LOC101930930	C9ORF40
LOC101932249	CYP1D1
LOC101934992	C9ORF85
LOC101939560	C9ORF135
LOC101934541	C8ORF22
LOC101948603	DSG2
LOC101932077	DSG4
LOC101937351	CYBA
LOC101938107	TRHR2
LOC101945925	C16ORF74
LOC101946482	COX4I1
LOC101936166	C16ORF46
LOC101941721	C8H8ORF58
LOC101944874	TNFRSF10B
LOC101946633	ADAM28
LOC103306123	ENSG00000188971
LOC101937116	C5ORF42
LOC101947444	MOCS2
LOC101952705	C5ORF34
LOC101953560	C5ORF28
LOC101933369	C5ORF51
LOC101946764	CDKN2B
LOC101950883	C9ORF72
LOC101939827	C9ORF84
LOC101951551	CAR15
LOC101950720	TSSK1B
LOC101937578	HIRA
LOC101950051	C19ORF70
LOC101932544	C19ORF10
LOC101933257	PLIN5
LOC101934357	HDGFRP2
LOC101944135	ANP32B
LOC101931257	UBE2V1
LOC101946502	SEP15
LOC101932346	C1ORF146
LOC101937846	C17ORF97
LOC101939112	DBIL5
LOC101932614	SGK494
LOC101946778	CXORF56
LOC101943952	COMMD5
LOC101951706	CXORF57
LOC101932800	CXORF40A
LOC101932601	C9ORF116
LOC101940371	C9ORF96
LOC101948774	C9ORF9
LOC101949750	C9ORF171
LOC101939649	C9ORF78
LOC101942019	TOR1A
LOC101950206	C9ORF114
LOC101933881	C9ORF16
LOC101937455	C9ORF117
LOC101943565	ORM1
LOC101944038	C18ORF21
LOC101931495	C4ORF45
LOC101939114	C4ORF46
LOC101939115	C8H8ORF59
LOC101946415	B3GALT4
LOC101934805	CAMSAP1
LOC101935561	C9ORF69
LOC101942824	KRT84
LOC101951775	C20ORF27
LOC101953793	CYP26B1
